Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,1.49,285.92,1.49,285.92,,,,(64 B),115 B
12M 2009,1.40,300.66,1.40,300.66,,,,(87 B),122 B
12M 2010,1.22,299.81,1.22,299.81,,,,(82 B),123 B
12M 2011,1.74,351.07,1.74,351.07,8 B,48 B,56 B,11 B,45 B
12M 2012,0.86,364.99,0.86,364.99,28 B,,28 B,21 B,9 B
12M 2013,0.54,381.39,0.54,381.39,12 B,,12 B,(9 B),31 B
12M 2014,0.85,391.32,0.85,391.32,4 B,,4 B,(23 B),30 B
12M 2015,0.97,392.44,0.97,392.44,,,,(47 B),46 B
12M 2016,0.71,395.62,0.71,395.62,,,,(45 B),42 B
12M 2017,0.94,410.08,0.94,410.08,,,,(63 B),66 B
12M 2018,3.02,434.25,3.02,434.25,,,,(47 B),51 B
12M 2019,1.02,442.78,1.02,442.78,,,,(65 B),67 B
12M 2020,0.61,416.78,0.61,416.78,,,,(78 B),73 B
12M 2021,5.81,413.05,5.81,413.05,,,,(74 B),72 B
12M 2022,5.98,451.30,5.98,451.30,,,,(74 B),72 B
12M 2023,8.44,355.47,8.44,355.47,,,,(28 B),21 B
12M 2024,6.10,378.39,6.10,378.39,,,,(76 B),67 B
