Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,,,,,1.49,,0.1,0.16,0.16,3.25
12M 2009,,,,,,,,,1.67,1.71,0.11,0.08,0.17,0.17,3.12
12M 2010,,,,,,,,,1.37,1.42,0.08,0.06,0.13,0.13,3.29
12M 2011,18.21,14.53,29.61,3.13,20.04,8.84,25.12,10.43,0.22,0.11,0.13,0.1,0.81,0.81,3.12
12M 2012,20.94,12.01,34.25,-1.3,17.43,13.55,30.4,25.73,0.3,0.3,0.25,0.25,10.44,10.44,1.2
12M 2013,16.94,11.93,44.48,-15.61,21.55,22.7,30.6,29.81,0.33,0.33,0.28,0.28,3.31,3.31,2.31
12M 2014,10.01,13.74,45.45,-21.7,36.45,15.22,26.56,26.1,0.3,0.31,0.26,0.25,3.11,3.11,3.2
12M 2015,13.55,14.93,50.17,-21.69,26.93,18.76,24.45,23.5,0.27,0.28,0.22,0.22,1.74,1.74,5.81
12M 2016,13.57,17.29,47.48,-16.62,26.9,16.38,21.11,18.9,0.29,0.29,0.23,0.23,1.95,1.95,6.02
12M 2017,20.51,19.68,43.76,-3.57,17.8,13.99,18.55,19.6,0.32,0.33,0.24,0.23,1.35,1.35,6.94
12M 2018,27.86,16.13,41.34,2.65,13.1,10.62,22.62,25.1,0.33,0.33,0.21,0.21,1.71,1.71,6.42
12M 2019,31.11,13.8,22.38,22.53,11.73,9.45,26.44,29.03,0.33,0.33,0.2,0.19,1.29,1.29,6.53
12M 2020,60.51,24.13,44.3,40.34,6.03,11.61,15.13,18.07,0.13,0.14,0.08,0.08,0.45,0.45,8.1
12M 2021,33.5,35.19,107.95,-39.26,10.89,8.74,10.37,9.65,0.17,0.17,0.1,0.11,0.56,0.56,7.72
12M 2022,22.04,21.7,63.15,-19.41,16.56,20.82,16.82,10.92,0.25,0.26,0.16,0.16,0.81,0.81,13.06
12M 2023,6.86,12.65,51.67,-32.16,53.23,31.99,28.86,27.09,0.36,0.36,0.24,0.26,3.77,3.77,2.9
12M 2024,2.33,9.11,47.58,-36.14,156.57,33.74,40.08,45.21,0.52,0.52,0.36,0.36,1.56,1.56,6.41
