Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,3.32,,3.4,,3.76,,0.89,1.67,1.67,4.13
12M 2009,89.79,98.06,34.91,152.94,4.06,3.18,3.72,2.74,5.66,5.74,1.22,1.14,2.14,2.14,3.05
12M 2010,112.4,115.45,43.85,184.0,3.25,3.03,3.16,3.2,5.62,5.53,1.13,1.11,1.96,1.96,3.72
12M 2011,113.4,112.82,35.77,190.45,3.22,3.13,3.24,2.79,5.15,4.96,1.09,1.08,1.76,1.76,4.83
12M 2012,117.74,105.11,26.71,196.14,3.1,2.97,3.47,3.05,5.2,5.12,1.09,1.01,1.71,1.71,4.31
12M 2013,127.08,140.49,35.9,231.67,2.87,3.07,2.6,2.24,4.78,4.63,0.97,0.94,1.58,1.58,4.24
12M 2014,120.43,152.63,31.44,241.62,3.03,2.8,2.39,2.22,4.33,4.29,0.91,0.89,1.48,1.48,5.18
12M 2015,104.77,123.64,26.09,202.32,3.48,3.33,2.95,3.02,4.97,5.1,1.0,0.93,1.75,1.75,3.52
12M 2016,108.18,114.69,29.27,193.6,3.37,3.04,3.18,2.92,4.38,3.59,1.0,0.94,2.09,2.09,2.85
12M 2017,108.96,110.74,32.05,187.65,3.35,3.11,3.3,3.32,3.94,4.03,0.99,0.97,2.15,2.15,2.66
12M 2018,112.29,114.22,40.17,186.34,3.25,3.05,3.2,2.78,4.3,4.35,1.02,1.01,2.16,2.16,2.89
12M 2019,112.48,133.57,53.21,192.84,3.25,3.1,2.73,2.7,4.6,4.7,1.03,0.98,2.16,2.16,2.91
12M 2020,125.63,143.98,55.49,214.12,2.91,2.96,2.54,2.28,4.42,4.42,0.96,0.94,2.17,2.17,2.52
12M 2021,113.04,162.19,56.78,218.45,3.23,3.05,2.25,2.38,4.55,4.75,0.93,0.89,2.04,2.04,2.57
12M 2022,97.56,187.92,51.84,233.64,3.74,3.26,1.94,1.87,4.8,4.82,0.94,0.94,1.99,1.99,3.0
12M 2023,120.9,191.47,40.07,272.3,3.02,3.13,1.91,1.86,4.54,4.46,0.93,0.93,2.02,2.02,2.86
12M 2024,121.57,156.82,33.32,245.07,3.0,3.05,2.33,2.39,4.61,4.49,0.99,0.95,2.18,2.18,2.69
