Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,116 B,(1 B),115 B,205.54
12M 2009,6 B,(22 B),(16 B),-28.38
12M 2010,131 B,(53 B),78 B,69.66
12M 2011,73 B,(66 B),6 B,5.74
12M 2012,119 B,(55 B),64 B,57.38
12M 2013,107 B,(55 B),52 B,46.42
12M 2014,104 B,(61 B),44 B,39.15
12M 2015,214 B,(32 B),182 B,162.47
12M 2016,187 B,(196 B),(8 B),-7.58
12M 2017,231 B,(38 B),192 B,171.73
12M 2018,27 B,(45 B),(19 B),-16.84
12M 2019,273 B,(129 B),144 B,128.24
12M 2020,107 B,(63 B),44 B,39.09
12M 2021,435 B,(85 B),350 B,312.85
12M 2022,(16 B),(58 B),(74 B),-66.29
12M 2023,109 B,(98 B),11 B,10.06
12M 2024,332 B,(103 B),229 B,204.57
