Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,8.83,,,,31.49,,1.42,5.69,5.69,1.4
12M 2009,39.34,,20.75,18.59,9.28,8.78,,,29.86,30.84,1.32,1.3,4.42,4.42,1.54
12M 2010,43.31,,16.13,27.18,8.43,7.86,,65.62,26.17,25.77,1.07,1.01,3.36,3.36,1.51
12M 2011,51.3,0.08,17.39,33.99,7.11,7.08,4696.57,4696.57,21.57,21.16,0.9,0.88,3.4,3.4,1.4
12M 2012,47.19,16.5,16.97,46.72,7.73,8.95,22.13,12.15,19.94,19.18,0.93,0.89,3.34,3.34,1.44
12M 2013,40.52,31.37,15.71,56.18,9.01,9.16,11.64,10.35,23.71,24.01,1.07,1.03,3.22,3.22,1.58
12M 2014,60.48,18.79,16.63,62.64,6.03,6.82,19.43,14.79,25.65,26.9,0.89,0.89,4.53,4.53,1.3
12M 2015,61.96,0.61,21.4,41.17,5.89,5.46,593.59,240.38,17.08,13.72,0.85,0.8,4.94,4.94,1.26
12M 2016,54.3,2.14,32.1,24.34,6.72,6.93,170.53,131.78,12.5,12.73,0.82,0.84,4.75,4.75,1.28
12M 2017,51.36,1.6,31.13,21.83,7.11,6.67,228.58,321.18,14.08,14.02,0.95,0.93,5.65,5.65,1.26
12M 2018,78.15,0.42,35.16,43.41,4.67,4.37,874.75,15412.37,14.05,16.57,0.86,0.9,3.84,3.84,1.37
12M 2019,82.78,,32.45,50.33,4.41,5.35,,,15.02,15.06,0.8,0.84,3.65,3.65,1.42
12M 2020,81.7,,26.75,54.95,4.47,3.77,,,14.83,15.55,0.78,0.78,3.16,3.16,1.49
12M 2021,110.36,,29.05,81.31,3.31,3.71,,,12.81,13.52,0.62,0.65,2.31,2.31,1.58
12M 2022,70.49,,24.05,46.44,5.18,4.94,,,18.39,18.64,0.8,0.76,3.0,3.0,1.49
12M 2023,61.45,2.25,24.77,38.93,5.94,5.72,162.06,81.03,25.79,26.55,0.99,0.98,4.88,4.88,1.33
12M 2024,57.03,6.55,30.71,32.87,6.4,7.94,55.75,43.62,27.67,28.13,0.93,0.92,5.24,5.24,1.28
