Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.4,1.4,0.0,3.0,0.0,0.0,-0.65,0.0,2.0
12M 2009,1.54,1.54,0.0,2.62,0.0,0.0,-0.88,0.0,1.62
12M 2010,1.51,1.51,0.0,2.85,0.0,0.0,-0.87,0.0,1.77
12M 2011,1.4,1.4,0.0,3.0,0.0,0.0,-1.04,0.0,1.93
12M 2012,1.44,1.34,0.03,3.13,0.0,0.0,-1.03,0.01,2.06
12M 2013,1.58,1.43,0.12,2.96,0.0,0.0,-0.6,0.04,1.87
12M 2014,1.3,1.3,0.0,3.11,0.0,0.0,-0.73,0.0,2.11
12M 2015,1.26,1.25,0.05,3.35,0.0,0.0,-0.82,0.01,2.33
12M 2016,1.28,1.27,0.03,3.19,0.0,0.0,-0.68,0.01,2.17
12M 2017,1.26,1.26,0.02,3.22,0.0,0.0,-0.65,0.01,2.22
12M 2018,1.37,1.37,0.0,3.06,0.0,0.0,-0.64,0.0,2.06
12M 2019,1.42,1.42,0.0,2.75,0.0,0.0,-0.61,0.0,1.75
12M 2020,1.49,1.49,0.0,2.53,0.0,0.0,-0.53,0.0,1.53
12M 2021,1.58,1.58,0.0,2.21,0.0,0.0,-0.62,0.0,1.21
12M 2022,1.49,1.49,0.0,2.41,0.0,0.0,-0.75,0.0,1.41
12M 2023,1.33,1.31,0.0,2.93,0.0,0.0,-0.68,0.0,1.93
12M 2024,1.28,1.25,0.0,2.94,0.0,0.0,-0.87,0.0,1.94
