Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2015,0.15 B,-25.36,-22.08,0.72,,-3.01%,-14.86%,23.72%,0.48
12M 2016,0.15 B,-46.93,-9.80,0.61,,-5.97%,-40.47%,-12.51%,-3.82
12M 2017,0.15 B,-5.68,-59.51,0.44,,-0.72%,-4.82%,1.33%,0.22
12M 2018,0.15 B,-44.83,-10.71,0.50,(2.43 B),-5.31%,-55.03%,-11.83%,-1.39
12M 2019,0.15 B,17.58,35.84,0.72,6.41 B,2.34%,16.28%,17.64%,1.57
12M 2020,0.25 B,0.20,2380.00,1.25,2.46 B,0.04%,0.08%,2.91%,1.32
12M 2021,0.31 B,25.02,39.57,2.46,9.52 B,6.47%,7.37%,8.84%,32.33
12M 2022,0.31 B,37.16,81.81,5.31,15.36 B,8.16%,9.83%,11.78%,54.16
12M 2023,0.31 B,63.49,15.99,1.26,26.28 B,12.33%,14.48%,18.07%,185.18
12M 2024,0.31 B,62.92,23.84,1.68,26.58 B,10.45%,12.49%,15.63%,135.88
