Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2015,0.97,0.33,3.19,4.93,0.0,0.0,2.84,0.65,3.93
12M 2016,0.93,0.49,4.57,6.78,0.0,0.0,3.69,0.67,5.78
12M 2017,0.94,0.51,4.27,6.66,0.0,0.0,3.34,0.64,5.66
12M 2018,0.92,0.39,7.89,10.36,0.0,0.0,7.04,0.76,9.36
12M 2019,0.95,0.48,4.96,6.97,0.0,0.0,4.22,0.71,5.97
12M 2020,2.32,1.37,0.5,1.75,0.0,0.0,0.07,0.29,0.75
12M 2021,48.11,29.25,0.0,1.14,0.0,0.0,-0.34,0.0,0.14
12M 2022,10.01,5.5,0.0,1.2,0.0,0.0,-0.29,0.0,0.2
12M 2023,11.4,6.17,0.0,1.17,0.0,0.0,-0.23,0.0,0.17
12M 2024,8.63,3.99,0.0,1.2,0.0,0.0,-0.15,0.0,0.2
