Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2015,,,,,,,,,,,,,-41.37,-41.37,0.97
12M 2016,64.03,201.38,13.31,252.1,5.7,5.3,1.81,2.33,4.09,3.83,0.92,0.97,-18.21,-18.21,0.93
12M 2017,67.8,155.78,7.42,216.16,5.38,5.59,2.34,2.57,4.78,4.81,0.98,1.0,-21.73,-21.73,0.94
12M 2018,50.78,137.68,6.05,182.41,7.19,7.66,2.65,1.9,7.02,7.14,1.19,1.09,-17.65,-17.65,0.92
12M 2019,52.64,161.13,1.39,212.38,6.93,6.98,2.27,2.46,6.71,6.85,1.1,1.16,-34.26,-34.26,0.95
12M 2020,67.53,190.56,0.46,257.63,5.41,6.61,1.92,2.06,4.95,5.0,0.84,0.87,2.1,2.1,2.32
12M 2021,45.58,127.62,0.35,172.85,8.01,9.46,2.86,2.51,6.57,6.65,1.07,1.05,1.45,1.45,48.11
12M 2022,40.39,110.64,10.19,140.84,9.04,9.48,3.3,3.12,9.26,9.15,1.36,1.32,1.82,1.82,10.01
12M 2023,42.7,100.22,13.68,129.24,8.55,8.61,3.64,3.5,12.07,11.61,1.66,1.65,2.19,2.19,11.4
12M 2024,49.33,118.89,18.42,149.8,7.4,7.07,3.07,3.12,12.54,12.2,1.6,1.59,2.08,2.08,8.63
