Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,0.37,0.28,-4.02,-3.59,-0.0,0.0,-3.87,1.12,-4.59
12M 2009,0.42,0.29,-9.97,-11.14,-0.0,0.0,-9.66,0.89,-12.14
12M 2010,1.0,0.62,0.6,2.11,0.0,0.0,0.54,0.29,1.11
12M 2011,1.19,0.72,0.16,1.32,0.0,0.0,0.13,0.12,0.32
12M 2012,1.58,0.8,0.11,1.27,0.0,0.0,0.08,0.09,0.27
12M 2013,1.61,0.74,0.12,1.24,0.0,0.0,0.11,0.1,0.24
12M 2014,1.84,0.93,0.09,1.18,0.0,0.0,0.09,0.08,0.18
12M 2015,3.03,1.37,0.02,1.1,0.0,0.0,0.02,0.02,0.1
12M 2016,3.23,1.88,0.02,1.11,0.0,0.0,-0.04,0.02,0.11
12M 2017,3.39,2.16,0.03,1.12,0.0,0.0,-0.09,0.02,0.12
12M 2018,4.62,2.69,0.0,1.09,0.0,0.0,-0.06,0.0,0.09
12M 2019,5.51,3.51,0.0,1.08,0.0,0.0,-0.12,0.0,0.08
12M 2020,5.19,3.82,0.02,1.1,0.0,0.0,-0.17,0.02,0.1
12M 2021,5.49,4.12,0.01,1.1,0.0,0.0,-0.2,0.01,0.1
12M 2022,4.66,2.61,0.01,1.09,0.0,0.0,-0.08,0.01,0.09
12M 2023,5.86,3.61,0.01,1.08,0.0,0.0,-0.13,0.0,0.08
12M 2024,6.51,4.21,0.0,1.07,0.0,0.0,-0.14,0.01,0.07
