Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,5.5,,13.77,,2.67,,1.41,-2.03,-2.03,0.37
12M 2009,78.18,36.15,33.13,81.2,4.67,5.34,10.1,10.09,2.17,2.4,1.18,1.31,-2.27,-2.27,0.42
12M 2010,60.17,40.86,43.73,57.3,6.07,6.7,8.93,8.25,3.03,3.18,1.52,1.52,749.75,749.75,1.0
12M 2011,43.82,37.99,36.5,45.31,8.33,8.7,9.61,9.49,2.21,2.1,1.38,1.34,24.51,24.51,1.19
12M 2012,42.89,49.34,36.8,55.43,8.51,8.94,7.4,6.69,1.4,1.38,0.96,0.94,8.77,8.77,1.58
12M 2013,39.55,59.68,32.15,67.08,9.23,9.63,6.12,5.72,1.34,1.25,0.92,0.87,7.7,7.7,1.61
12M 2014,41.57,64.23,,79.08,8.78,8.95,5.68,5.79,1.16,1.17,0.81,0.82,7.01,7.01,1.84
12M 2015,50.85,80.96,29.27,102.54,7.18,7.81,4.51,4.32,0.79,0.74,0.58,0.55,3.77,3.77,3.03
12M 2016,44.72,78.26,27.06,95.92,8.16,8.89,4.66,5.11,0.79,0.82,0.57,0.59,3.12,3.12,3.23
12M 2017,37.55,66.83,28.14,76.24,9.72,9.13,5.46,5.22,0.98,0.99,0.66,0.65,2.86,2.86,3.39
12M 2018,34.78,65.92,28.5,72.2,10.49,8.79,5.54,4.91,1.1,1.06,0.71,0.68,2.76,2.76,4.62
12M 2019,40.02,75.83,28.19,87.66,9.12,9.64,4.81,5.28,0.93,0.96,0.59,0.61,2.38,2.38,5.51
12M 2020,41.25,80.34,28.24,93.35,8.85,10.29,4.54,4.54,0.81,0.8,0.49,0.48,1.65,1.65,5.19
12M 2021,34.51,61.11,26.04,69.58,10.58,9.27,5.97,5.61,1.19,1.21,0.66,0.65,1.89,1.89,5.49
12M 2022,34.6,68.94,26.2,77.34,10.55,9.83,5.29,4.32,1.29,1.26,0.67,0.65,2.6,2.6,4.66
12M 2023,35.4,86.94,27.09,95.25,10.31,8.86,4.2,4.33,1.12,1.13,0.58,0.58,2.07,2.07,5.86
12M 2024,33.72,83.84,24.65,92.91,10.83,10.45,4.35,4.25,1.11,1.12,0.56,0.56,1.86,1.86,6.51
