Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2013,1.31,0.57,1.67,2.89,0.0,0.0,1.61,0.58,1.89
12M 2014,1.66,0.77,1.45,2.71,0.0,0.0,1.43,0.53,1.71
12M 2015,1.59,0.73,1.14,2.45,0.0,0.0,1.13,0.46,1.45
12M 2016,1.34,0.5,1.14,2.4,0.0,0.0,1.08,0.47,1.4
12M 2017,1.51,0.72,1.21,2.55,0.0,0.0,1.18,0.47,1.55
12M 2018,1.24,0.62,1.25,2.85,0.0,0.0,1.21,0.44,1.85
12M 2019,0.73,0.36,1.79,3.74,0.0,0.0,1.76,0.48,2.74
12M 2020,0.6,0.28,2.23,4.62,0.0,0.0,2.2,0.48,3.62
12M 2021,0.53,0.25,2.78,5.67,0.0,0.0,2.74,0.49,4.67
12M 2022,2.37,1.24,3.41,5.1,0.0,0.0,3.36,0.67,4.1
12M 2023,2.09,1.18,1.83,3.59,0.0,0.0,1.8,0.51,2.59
12M 2024,1.27,0.62,1.58,3.43,0.0,0.0,1.57,0.46,2.43
