Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2009,0.52,0.35,3.45,6.02,0.0,0.0,3.16,0.57,4.92
12M 2010,1.2,0.92,0.89,2.09,0.0,0.0,0.63,0.42,1.06
12M 2011,0.86,0.63,1.1,2.36,0.0,0.0,1.0,0.46,1.32
12M 2012,0.88,0.66,0.82,2.07,0.0,0.0,0.77,0.39,1.04
12M 2013,0.89,0.65,0.7,1.9,0.0,0.0,0.64,0.37,0.86
12M 2014,0.87,0.64,0.69,1.91,0.0,0.0,0.62,0.36,0.87
12M 2015,0.88,0.66,0.66,1.9,0.0,0.0,0.56,0.35,0.86
12M 2016,0.96,0.72,0.67,1.88,0.0,0.0,0.58,0.36,0.84
12M 2017,0.97,0.71,0.65,1.88,0.0,0.0,0.58,0.35,0.84
12M 2018,1.02,0.74,0.66,1.88,0.0,0.0,0.58,0.35,0.84
12M 2019,1.13,0.82,0.54,1.77,0.0,0.0,0.46,0.3,0.73
12M 2020,1.3,1.0,0.42,1.67,0.0,0.0,0.25,0.25,0.62
12M 2021,1.4,1.0,0.44,1.7,0.0,0.0,0.32,0.26,0.65
12M 2022,1.45,0.99,0.41,1.65,0.0,0.0,0.34,0.25,0.6
12M 2023,1.35,0.93,0.47,1.68,0.0,0.0,0.39,0.28,0.63
12M 2024,1.15,0.77,0.93,2.19,0.0,0.0,0.86,0.43,1.15
