Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2009,,,,,,,,,,,,,-2.76,,0.52
12M 2010,57.42,53.84,27.71,83.55,6.36,6.08,6.78,5.2,1.29,1.25,0.83,0.73,11.46,11.46,1.2
12M 2011,72.57,50.18,21.76,100.99,5.03,4.67,7.27,6.55,1.18,1.06,0.75,0.71,-13.34,-13.34,0.86
12M 2012,70.58,41.79,29.26,83.11,5.17,5.13,8.73,8.43,1.22,1.24,0.82,0.84,-18.81,-19.06,0.88
12M 2013,64.15,37.06,25.86,75.35,5.69,5.19,9.85,8.27,1.36,2.6,0.93,0.86,-21.75,-21.75,0.89
12M 2014,72.41,44.2,26.66,89.95,5.04,4.92,8.26,7.29,1.23,1.23,0.82,0.81,-17.14,-17.14,0.87
12M 2015,73.7,48.51,26.54,95.67,4.95,4.96,7.52,6.94,1.06,0.98,0.72,0.68,-17.11,-17.11,0.88
12M 2016,77.45,52.97,24.17,106.25,4.71,4.43,6.89,6.73,0.99,1.04,0.68,0.7,-49.89,-49.89,0.96
12M 2017,86.57,56.58,22.48,120.67,4.22,4.2,6.45,5.75,1.05,,0.69,0.69,-75.24,-75.24,0.97
12M 2018,88.47,59.95,21.6,126.82,4.13,3.77,6.09,5.67,1.17,1.13,0.74,0.71,83.39,83.39,1.02
12M 2019,95.96,67.08,23.38,139.66,3.8,3.92,5.44,5.43,1.15,1.2,0.71,0.74,16.8,16.8,1.13
12M 2020,88.29,63.51,26.16,125.64,4.13,4.15,5.75,5.65,1.23,1.2,0.74,0.72,7.77,7.77,1.3
12M 2021,81.89,61.23,27.78,115.34,4.46,4.06,5.96,5.52,1.46,1.45,0.83,0.81,6.43,6.43,1.4
12M 2022,92.85,74.65,25.5,142.0,3.93,3.85,4.89,4.72,1.4,1.39,0.78,0.78,5.82,5.82,1.45
12M 2023,101.07,85.7,19.42,167.35,3.61,3.72,4.26,4.03,1.17,1.17,0.68,0.67,6.44,6.44,1.35
12M 2024,93.57,83.28,23.6,153.25,3.9,3.57,4.38,4.12,1.04,0.92,0.65,0.59,12.14,12.14,1.15
