Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2015,,,,,,,,,,,,,-233.02,,0.99
12M 2016,15.13,162.76,10.56,167.33,24.12,18.25,2.24,2.17,6.79,6.99,1.04,1.04,10.88,10.88,1.14
12M 2017,18.92,124.99,10.78,133.13,19.29,14.5,2.92,3.13,5.68,4.58,1.11,1.07,-8.2,-8.2,0.84
12M 2018,62.07,54.79,19.22,97.64,5.88,5.65,6.66,6.78,6.17,6.17,1.32,1.39,97.14,97.14,1.02
12M 2019,131.03,33.68,22.37,142.34,2.79,3.31,10.84,6.83,4.61,4.62,1.07,1.06,-16.2,-16.2,0.89
12M 2020,203.25,70.43,3.47,270.21,1.8,1.89,5.18,4.84,2.41,2.44,0.61,0.61,1.66,1.66,1.98
12M 2021,167.33,72.02,1.97,237.38,2.18,2.1,5.07,4.59,2.97,3.0,0.71,0.67,2.32,2.32,1.62
12M 2022,193.9,84.19,2.67,275.42,1.88,1.86,4.34,4.15,2.68,2.69,0.64,0.68,12.02,12.02,1.09
12M 2023,289.47,119.65,6.58,402.54,1.26,1.27,3.05,3.21,1.72,1.73,0.44,0.45,-14.25,-14.25,0.95
12M 2024,250.84,159.85,7.81,402.88,1.46,1.49,2.28,2.25,1.59,1.6,0.42,0.42,-12.98,-12.98,0.95
