Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2010,,,,,,,,,,,,,,,1.16
12M 2011,10.08,51.93,43.75,18.26,36.2,71.2,7.03,10.36,130.97,259.06,5.07,7.9,45.1,45.5,1.1
12M 2012,8.02,48.06,30.75,25.33,45.52,46.67,7.59,6.67,201.0,204.5,5.63,5.04,46.13,46.59,1.13
12M 2013,11.27,44.75,28.53,27.49,32.39,33.05,8.16,8.7,216.57,195.42,5.66,5.86,28.08,28.08,1.23
12M 2014,14.38,41.69,31.95,24.12,25.38,25.06,8.75,7.91,112.54,106.14,5.43,4.97,44.85,44.85,1.19
12M 2015,18.25,49.51,48.92,18.84,20.0,17.66,7.37,6.98,40.17,34.34,3.99,3.59,30.35,30.35,1.15
12M 2016,23.4,55.5,55.64,23.26,15.6,18.26,6.58,7.74,19.33,18.68,3.12,3.36,16.35,16.35,1.4
12M 2017,25.65,48.75,49.37,25.03,14.23,12.3,7.49,5.1,14.67,13.6,3.09,2.46,17.0,17.0,1.26
12M 2018,24.42,54.17,55.33,23.26,14.95,16.65,6.74,6.19,14.24,14.15,2.69,2.41,12.93,12.93,1.29
12M 2019,24.21,56.59,60.1,20.7,15.08,16.18,6.45,7.94,11.58,11.06,2.38,2.69,22.29,22.29,1.18
12M 2020,26.67,55.61,65.93,16.35,13.69,14.51,6.56,7.16,10.28,10.03,2.38,2.41,18.52,18.52,1.21
12M 2021,21.05,51.82,52.71,20.16,17.34,19.02,7.04,6.83,12.54,12.46,2.62,2.66,13.04,13.04,1.33
12M 2022,17.09,46.41,34.12,29.38,21.35,20.13,7.86,6.53,16.32,16.08,3.21,3.07,14.2,14.2,1.45
12M 2023,22.56,48.49,35.52,35.53,16.18,15.31,7.53,7.14,14.07,13.8,2.89,2.76,14.89,14.89,1.35
12M 2024,21.02,55.57,48.16,28.43,17.36,21.95,6.57,6.43,12.61,12.52,2.56,2.66,14.56,14.56,1.3
