Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2011,(385 B),(9 B),(394 B),-820.26
12M 2012,(21 B),(5 B),(26 B),-53.83
12M 2013,496 B,(26 B),470 B,978.75
12M 2014,83 B,(96 B),(14 B),-28.53
12M 2015,(24 B),(215 B),(240 B),-499.04
12M 2016,355 B,(331 B),24 B,49.75
12M 2017,331 B,(169 B),162 B,337.19
12M 2018,21 B,(217 B),(196 B),-409.11
12M 2019,456 B,(439 B),16 B,34.25
12M 2020,523 B,(129 B),395 B,822.25
12M 2021,(775 B),(94 B),(869 B),-1811.34
12M 2022,384 B,(111 B),274 B,570.00
12M 2023,594 B,(229 B),364 B,759.19
12M 2024,846 B,(179 B),667 B,1388.69
