Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,13.36,,,,75.13,,5.87,20.8,20.8,1.48
12M 2009,23.26,,24.92,,15.69,16.34,,,72.14,71.22,5.46,5.74,18.63,18.63,1.55
12M 2010,21.85,,23.72,,16.71,14.74,,,70.39,48.17,5.7,5.82,26.58,26.58,1.39
12M 2011,19.61,,23.97,,18.62,19.03,,,69.57,63.64,5.83,5.68,21.84,21.84,1.48
12M 2012,19.65,,28.19,,18.57,16.88,,,71.4,71.09,5.07,4.53,18.3,18.3,1.48
12M 2013,21.07,,35.57,,17.32,15.42,,,77.09,77.61,4.02,3.66,15.87,15.87,1.44
12M 2014,22.14,,40.82,,16.48,13.89,,,48.72,43.5,3.26,3.05,12.62,12.62,1.53
12M 2015,23.87,,45.09,,15.29,14.0,,,31.95,30.9,2.63,2.43,10.31,10.31,1.6
12M 2016,26.47,,45.34,,13.79,12.77,,,34.14,37.7,2.48,2.44,8.72,8.72,1.7
12M 2017,32.1,,42.06,,11.37,10.26,,,40.91,38.11,2.63,2.55,8.1,8.1,1.71
12M 2018,34.31,,39.2,,10.64,10.42,,,40.75,39.19,2.68,2.63,7.81,7.81,1.83
12M 2019,31.32,,35.05,,11.65,10.51,,,44.56,44.57,2.98,2.96,7.75,7.75,1.9
12M 2020,77.18,,130.66,,4.73,29.12,,,10.21,10.39,0.73,0.78,1.95,1.95,2.07
12M 2021,25.97,,114.17,,14.05,13.05,,,9.51,9.88,0.69,0.69,1.79,1.79,2.06
12M 2022,22.39,,36.93,,16.3,10.43,,,34.31,35.5,2.35,2.33,5.96,5.96,1.85
12M 2023,30.95,,36.48,,11.79,10.96,,,39.16,39.89,2.59,2.59,6.12,6.12,1.87
12M 2024,24.4,,32.02,,14.96,15.92,,,46.44,42.5,2.79,2.74,5.78,5.78,2.02
