Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.48,1.48,0.0,2.34,0.0,0.0,-0.57,0.0,1.34
12M 2009,1.55,1.55,0.07,2.29,0.0,0.0,-0.69,0.03,1.29
12M 2010,1.39,1.39,0.03,2.24,0.0,0.0,-0.51,0.01,1.24
12M 2011,1.48,1.48,0.0,2.19,0.0,0.0,-0.86,0.0,1.19
12M 2012,1.48,1.48,0.0,2.13,0.0,0.0,-0.87,0.0,1.12
12M 2013,1.44,1.44,0.0,2.07,0.0,0.0,-0.94,0.0,1.06
12M 2014,1.53,1.53,0.02,1.9,0.0,0.0,-0.76,0.01,0.88
12M 2015,1.6,1.6,0.01,1.75,0.0,0.0,-0.72,0.01,0.73
12M 2016,1.7,1.7,0.01,1.77,0.0,0.0,-0.72,0.01,0.76
12M 2017,1.71,1.71,0.01,1.89,0.0,0.0,-0.74,0.0,0.88
12M 2018,1.83,1.83,0.01,1.81,0.0,0.0,-0.74,0.0,0.8
12M 2019,1.9,1.9,0.01,1.88,0.0,0.0,-0.93,0.0,0.87
12M 2020,2.07,2.07,0.01,1.76,0.0,0.0,-1.26,0.01,0.75
12M 2021,2.06,2.06,0.01,1.62,0.0,0.0,-1.03,0.0,0.62
12M 2022,1.85,1.85,0.01,1.92,0.0,0.0,-1.1,0.0,0.91
12M 2023,1.87,1.87,0.01,1.97,0.0,0.0,-1.19,0.0,0.96
12M 2024,2.02,2.02,0.01,1.98,0.0,0.0,-1.37,0.0,0.97
