Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.03,1.0,0.0,1.26,0.0,0.0,-0.06,0.0,0.26
12M 2009,1.13,1.13,0.0,1.28,0.0,0.0,-0.05,0.0,0.28
12M 2010,3.9,3.9,0.0,1.41,0.0,0.0,-0.51,0.0,0.41
12M 2011,3.34,3.34,0.0,1.47,0.0,0.0,-0.48,0.0,0.47
12M 2012,4.11,4.11,0.0,1.23,0.0,0.0,-0.51,0.0,0.23
12M 2013,10.4,9.13,0.0,1.19,0.0,0.0,-0.58,0.0,0.19
12M 2014,18.99,14.62,0.0,1.13,0.0,0.0,-0.46,0.0,0.13
12M 2015,15.65,12.93,0.0,1.14,0.0,0.0,-0.4,0.0,0.14
12M 2016,19.07,15.55,0.0,1.13,0.0,0.0,-0.35,0.0,0.13
12M 2017,11.42,8.56,0.0,1.15,0.0,0.0,-0.16,0.0,0.15
12M 2018,8.42,5.95,0.0,1.2,0.0,0.0,-0.07,0.0,0.2
12M 2019,3.6,2.63,0.0,1.43,0.0,0.0,-0.07,0.0,0.43
12M 2020,1.55,0.73,0.0,1.62,0.0,0.0,-0.18,0.0,0.62
12M 2021,2.3,1.65,0.0,1.64,0.0,0.0,-0.51,0.0,0.64
12M 2022,2.7,2.0,0.0,1.7,0.0,0.0,-0.43,0.0,0.7
12M 2023,2.25,1.56,0.0,1.89,0.0,0.0,-0.38,0.0,0.89
12M 2024,2.42,1.58,0.0,1.75,0.0,0.0,-0.24,0.0,0.75
