Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.41 B,14.11,6.95,0.04,,1.18%,2.51%,29.72%,2.72
12M 2009,0.41 B,25.95,5.97,0.07,,1.91%,4.40%,13.01%,2.23
12M 2010,0.41 B,41.71,5.63,0.08,,3.03%,6.61%,12.24%,2.14
12M 2011,0.41 B,58.34,4.20,0.08,,4.02%,8.46%,13.38%,2.34
12M 2012,0.41 B,90.96,5.44,0.15,,6.46%,11.66%,13.64%,4.36
12M 2013,0.41 B,88.90,3.88,0.10,,4.23%,10.23%,12.20%,3.13
12M 2014,0.41 B,109.85,3.31,0.09,,4.67%,11.22%,16.17%,2.66
12M 2015,0.41 B,28.32,6.74,0.05,,0.97%,3.03%,9.27%,1.25
12M 2016,0.41 B,116.36,3.01,0.07,,4.13%,11.23%,18.56%,2.43
12M 2017,0.41 B,170.28,3.23,0.10,,5.19%,14.20%,21.97%,3.28
12M 2018,0.41 B,189.54,5.28,0.17,174.44 B,5.52%,13.83%,20.98%,3.12
12M 2019,0.41 B,158.25,7.39,0.21,199.98 B,5.11%,10.54%,21.54%,3.25
12M 2020,0.41 B,148.59,5.55,0.17,164.31 B,4.83%,9.07%,14.36%,4.05
12M 2021,0.41 B,171.23,6.39,0.20,175.78 B,5.12%,9.89%,14.27%,3.79
12M 2022,0.41 B,188.03,6.12,0.20,182.71 B,5.91%,10.32%,14.09%,3.79
12M 2023,0.41 B,196.21,8.87,0.33,192.88 B,7.04%,10.13%,15.48%,6.00
12M 2024,0.41 B,209.67,2.19,0.09,176.66 B,7.50%,10.29%,14.28%,6.22
