Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2009,1.11,1.11,0.13,1.5,0.13,0.09,0.08,0.09,0.5
12M 2010,2.58,2.58,0.54,1.9,0.0,0.0,0.15,0.28,0.9
12M 2011,1.71,1.71,0.31,1.52,0.0,0.0,-0.04,0.21,0.52
12M 2012,3.65,3.65,0.52,1.79,0.0,0.0,0.19,0.29,0.79
12M 2013,6.75,6.75,1.33,2.55,0.0,0.0,0.94,0.52,1.55
12M 2014,2.89,2.89,1.31,2.77,0.0,0.0,1.1,0.47,1.57
12M 2015,1.4,1.4,1.78,3.67,0.0,0.0,1.74,0.49,2.39
12M 2016,2.65,2.65,1.53,3.26,0.0,0.0,1.51,0.47,2.0
12M 2017,2.24,2.24,1.52,3.5,0.0,0.0,1.48,0.43,2.24
12M 2018,1.14,1.14,3.04,7.05,0.0,0.0,3.01,0.43,5.57
12M 2019,0.62,0.62,5.7,14.67,0.0,0.0,5.66,0.39,12.71
12M 2020,0.49,0.49,-9.55,-24.21,-0.0,0.0,-9.44,0.39,-23.6
12M 2021,0.44,0.44,-2.87,-7.18,-0.0,0.0,-2.85,0.4,-7.7
12M 2022,0.35,0.35,-1.72,-4.05,-0.0,0.0,-1.72,0.43,-4.77
12M 2023,0.23,0.23,-0.66,-1.4,-0.0,0.0,-0.65,0.47,-2.31
