Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2010,0.00 B,2649.88,0.00,0.00,,0.17%,0.33%,4.38%,1.50
12M 2011,15.46 B,1.70,305.88,8.10,,1.09%,1.65%,8.75%,1.28
12M 2012,15.47 B,4.71,118.90,6.98,,2.44%,4.36%,11.87%,1.79
12M 2013,16.46 B,6.52,42.18,2.70,,2.03%,5.16%,15.53%,2.78
12M 2014,16.46 B,8.74,54.69,3.49,,2.34%,6.47%,15.38%,1.35
12M 2015,16.46 B,-31.09,-8.04,1.95,,-8.25%,-30.23%,10.67%,0.87
12M 2016,16.46 B,24.82,12.01,1.83,,5.98%,19.46%,14.40%,1.56
12M 2017,16.46 B,9.21,35.40,1.93,,1.96%,6.87%,11.80%,2.09
12M 2018,16.46 B,-66.87,-1.96,0.90,151.76 B,-13.72%,-96.76%,1.06%,0.12
12M 2019,16.46 B,-33.46,-2.24,0.58,60.69 B,-6.43%,-94.34%,-1.05%,-0.06
12M 2020,16.46 B,-49.68,-1.01,0.45,167.93 B,-9.53%,230.66%,4.74%,0.08
12M 2021,16.46 B,-54.06,-0.92,0.45,245.50 B,-10.38%,74.54%,74.64%,0.20
12M 2022,16.46 B,-104.56,-0.48,0.48,144.13 B,-19.40%,78.55%,-5.05%,0.04
12M 2023,16.46 B,-199.57,-0.25,0.69,(166.34 B),-41.71%,58.39%,9.59%,-0.20
