Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2009,0.00 B,139191.24,0.00,0.00,,5.28%,16.44%,11.87%,3.03
12M 2010,0.00 B,236973.71,0.00,0.00,,7.65%,23.23%,16.86%,5.71
12M 2011,3.77 B,48.01,7.92,2.22,,9.33%,16.40%,18.64%,7.48
12M 2012,3.77 B,39.87,9.53,2.10,,6.72%,12.34%,11.11%,
12M 2013,3.77 B,17.96,21.16,2.21,,2.55%,5.46%,8.14%,
12M 2014,3.77 B,13.38,28.25,1.88,,1.65%,3.93%,5.92%,
12M 2015,3.77 B,-3.13,-70.29,1.26,,-0.35%,-0.94%,2.77%,
12M 2016,3.77 B,-58.95,-2.15,0.81,,-6.76%,-21.75%,0.15%,
12M 2017,3.77 B,-52.28,-3.86,1.37,,-5.96%,-24.20%,0.06%,
12M 2018,3.77 B,-79.07,-1.71,0.68,(197.83 B),-8.67%,-45.32%,-11.89%,-1.47
12M 2019,3.77 B,-74.46,-1.24,0.48,(205.39 B),-8.05%,-74.66%,-10.34%,-1.32
12M 2020,3.77 B,-81.03,-1.21,0.80,(208.27 B),-8.75%,-131.80%,-10.62%,-1.42
12M 2021,3.77 B,-47.02,-5.74,1.21,(69.52 B),-4.98%,-83.63%,-6.35%,-0.82
12M 2022,3.77 B,-79.53,-1.32,0.41,(163.94 B),-8.36%,-275.99%,-9.48%,-1.23
12M 2023,16.23 B,-18.63,-9.66,3.26,(185.30 B),-8.27%,-31.08%,-10.06%,-1.22
12M 2024,16.23 B,-11.89,-9.25,1.67,(88.62 B),-4.99%,-14.21%,-6.25%,-1.05
