Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.69 B,6.18,14.56,0.20,,2.12%,4.24%,9.99%,3.54
12M 2009,0.69 B,18.53,8.09,0.37,,6.53%,11.28%,1.17%,0.54
12M 2010,0.69 B,7.00,20.00,0.31,,2.42%,4.09%,3.82%,2.01
12M 2011,0.69 B,8.65,16.18,0.28,,2.79%,4.86%,5.99%,2.58
12M 2012,0.69 B,11.53,15.61,0.31,,3.19%,6.15%,8.27%,4.20
12M 2013,0.69 B,16.90,10.65,0.22,,3.87%,8.39%,11.68%,3.80
12M 2014,0.69 B,24.56,12.21,0.30,,5.12%,11.07%,14.50%,4.01
12M 2015,0.69 B,29.55,12.52,0.34,,5.41%,13.40%,16.46%,3.94
12M 2016,0.69 B,29.88,10.31,0.26,,3.63%,6.96%,10.90%,3.84
12M 2017,0.69 B,33.45,32.88,0.83,,3.63%,7.50%,10.03%,2.66
12M 2018,0.69 B,46.49,32.27,0.99,74.55 B,4.30%,9.45%,12.30%,3.09
12M 2019,0.69 B,65.13,24.72,0.87,104.50 B,5.69%,11.81%,17.04%,3.77
12M 2020,0.69 B,61.56,25.42,0.86,101.13 B,5.49%,10.43%,14.59%,3.99
12M 2021,0.69 B,122.37,19.78,1.23,123.66 B,9.51%,15.58%,16.74%,10.41
12M 2022,0.69 B,108.80,17.92,0.88,113.72 B,7.27%,12.81%,13.09%,12.10
12M 2023,6.91 B,11.27,25.02,1.09,131.61 B,6.07%,12.64%,12.71%,9.54
12M 2024,6.91 B,15.88,12.53,0.60,172.67 B,7.21%,15.59%,14.07%,14.19
