Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.71,0.97,0.39,2.0,0.0,0.0,0.26,0.2,1.0
12M 2009,1.89,0.91,0.36,1.73,0.0,0.0,0.28,0.21,0.73
12M 2010,1.93,0.91,0.3,1.69,0.0,0.0,0.26,0.18,0.69
12M 2011,1.7,0.93,0.33,1.74,0.0,0.0,0.25,0.19,0.74
12M 2012,1.41,0.73,0.42,1.93,0.0,0.0,0.38,0.22,0.93
12M 2013,1.23,0.67,0.48,2.17,0.0,0.0,0.41,0.22,1.17
12M 2014,1.18,0.67,0.63,2.16,0.0,0.0,0.58,0.29,1.16
12M 2015,1.19,0.69,0.5,2.48,0.0,0.0,0.45,0.2,1.48
12M 2016,1.32,0.78,0.41,1.92,0.0,0.0,0.37,0.22,0.92
12M 2017,1.26,0.69,0.52,2.07,0.0,0.0,0.48,0.25,1.07
12M 2018,1.22,0.69,0.57,2.2,0.0,0.0,0.51,0.26,1.2
12M 2019,1.29,0.74,0.5,2.08,0.0,0.0,0.44,0.24,1.08
12M 2020,1.54,0.94,0.4,1.9,0.0,0.0,0.22,0.21,0.9
12M 2021,1.79,1.23,0.22,1.64,0.0,0.0,-0.01,0.13,0.64
12M 2022,1.63,0.91,0.25,1.76,0.0,0.0,0.09,0.14,0.75
12M 2023,2.11,1.31,0.3,2.08,0.0,0.0,-0.11,0.14,0.76
12M 2024,1.77,0.99,0.34,2.16,0.0,0.0,0.15,0.16,0.86
