Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.75,0.75,2.26,4.41,0.0,0.0,1.94,0.51,3.28
12M 2009,2.21,1.03,1.18,2.89,0.0,0.0,0.93,0.41,1.76
12M 2010,2.63,1.33,0.73,2.27,0.0,0.0,0.49,0.32,1.14
12M 2011,1.59,0.74,1.06,2.49,0.0,0.0,0.81,0.42,1.35
12M 2012,1.82,0.79,1.09,2.52,0.0,0.0,0.89,0.43,1.43
12M 2013,2.06,0.98,1.6,3.14,0.0,0.0,1.23,0.51,2.04
12M 2014,1.77,0.73,1.49,3.23,0.0,0.0,1.33,0.46,2.15
12M 2015,1.79,0.7,1.22,3.06,0.0,0.0,1.06,0.4,1.97
12M 2016,2.13,1.07,0.66,2.18,0.0,0.0,0.36,0.3,1.12
12M 2017,2.35,1.0,0.66,2.29,0.0,0.0,0.48,0.29,1.23
12M 2018,1.73,0.68,0.75,2.44,0.0,0.0,0.63,0.31,1.38
12M 2019,1.66,0.64,0.82,2.38,0.0,0.0,0.73,0.35,1.31
12M 2020,1.96,0.81,0.74,2.43,0.0,0.0,0.61,0.3,1.36
12M 2021,2.0,0.72,0.83,2.34,0.0,0.0,0.74,0.36,1.27
12M 2022,1.81,0.82,1.01,2.56,0.0,0.0,0.87,0.39,1.49
12M 2023,1.61,0.71,0.97,2.58,0.0,0.0,0.86,0.38,1.51
12M 2024,1.85,0.85,0.68,2.24,0.0,0.0,0.6,0.31,1.17
