Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,17.66,,5.41,,14.55,,2.33,8.05,8.05,1.75
12M 2009,18.39,65.99,15.62,68.76,19.85,19.58,5.53,5.4,8.22,15.21,2.42,2.42,6.61,6.61,2.21
12M 2010,20.39,71.9,14.0,78.29,17.9,17.33,5.08,4.73,6.93,6.52,2.14,1.99,5.08,5.08,2.63
12M 2011,17.3,67.37,10.14,74.53,21.1,22.37,5.42,4.67,6.06,5.69,2.05,1.89,8.53,8.53,1.59
12M 2012,16.21,78.17,10.85,83.53,22.52,19.64,4.67,4.01,5.1,4.58,1.85,1.63,6.14,6.14,1.82
12M 2013,17.92,85.76,15.91,87.77,20.37,19.01,4.26,4.0,4.59,4.29,1.65,1.5,4.61,4.61,2.06
12M 2014,18.21,85.56,26.02,77.75,20.05,19.88,4.27,3.84,4.2,3.93,1.6,1.51,6.45,6.45,1.77
12M 2015,17.81,95.36,41.22,71.95,20.49,20.08,3.83,3.84,3.8,3.76,1.52,1.51,5.89,5.89,1.79
12M 2016,16.26,96.01,42.81,69.46,22.45,22.07,3.8,3.71,3.78,3.63,1.49,1.44,4.61,4.61,2.13
12M 2017,16.97,88.49,41.09,64.37,21.51,19.79,4.12,3.78,3.73,3.62,1.47,1.43,4.61,4.61,2.35
12M 2018,18.77,98.88,46.63,71.02,19.45,18.77,3.69,3.29,4.0,4.19,1.48,1.43,6.03,6.03,1.73
12M 2019,19.46,94.36,37.67,76.15,18.75,18.78,3.87,3.87,4.02,3.84,1.51,1.49,7.58,7.58,1.66
12M 2020,20.09,91.32,32.56,78.85,18.17,20.98,4.0,4.18,3.38,3.41,1.41,1.4,6.44,6.44,1.96
12M 2021,17.19,78.87,24.01,72.05,21.23,19.67,4.63,3.82,3.96,3.94,1.65,1.54,6.32,6.32,2.0
12M 2022,17.71,81.07,25.59,73.19,20.61,20.29,4.5,4.19,4.08,4.0,1.6,1.49,6.45,6.45,1.81
12M 2023,17.34,79.23,31.6,64.97,21.05,21.08,4.61,4.37,3.95,3.85,1.53,1.48,7.83,7.83,1.61
12M 2024,16.79,77.75,31.83,62.71,21.74,21.32,4.69,4.51,4.11,4.08,1.62,1.59,7.09,7.09,1.85
