Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.27,1.04,0.48,1.76,0.0,0.0,0.0,0.27,0.76
12M 2009,1.42,1.24,0.31,1.82,0.0,0.0,-0.19,0.17,0.82
12M 2010,2.29,2.15,0.16,1.54,0.0,0.0,-0.36,0.1,0.54
12M 2011,1.49,1.36,0.1,1.68,0.0,0.0,-0.35,0.06,0.0
12M 2012,1.37,1.07,0.29,2.17,0.0,0.0,0.11,0.13,0.0
12M 2013,1.3,0.92,0.36,2.45,0.0,0.0,-0.12,0.15,1.42
12M 2014,1.38,0.86,0.53,2.38,0.0,0.0,0.28,0.22,1.35
12M 2015,1.16,0.61,0.72,2.72,0.0,0.0,0.59,0.26,1.65
12M 2016,1.3,0.85,0.55,2.0,0.0,0.0,0.31,0.27,0.95
12M 2017,1.19,0.68,0.42,1.83,0.0,0.0,0.23,0.23,0.77
12M 2018,1.44,0.83,0.28,1.78,0.0,0.0,0.03,0.15,0.72
12M 2019,1.67,1.08,0.19,1.65,0.0,0.0,0.07,0.12,0.58
12M 2020,2.08,0.87,0.04,1.44,0.0,0.0,-0.0,0.03,0.37
12M 2021,2.35,1.52,0.05,1.42,0.0,0.0,-0.15,0.04,0.35
12M 2022,1.73,0.93,0.1,1.65,0.0,0.0,-0.12,0.0,0.57
12M 2023,1.59,0.95,0.03,1.8,0.0,0.0,-0.37,0.02,0.71
12M 2024,1.64,1.09,0.02,1.78,0.0,0.0,-0.46,0.01,0.69
