Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,11.09,,9.67,,2.9,,1.46,13.1,13.1,1.27
12M 2009,23.53,20.26,28.59,15.2,15.51,11.38,18.01,8.18,4.62,4.55,1.97,1.62,9.47,9.47,1.42
12M 2010,14.06,12.49,29.96,-3.41,25.96,41.67,29.23,21.18,5.34,5.24,2.25,2.0,6.02,6.02,2.29
12M 2011,8.05,12.12,53.41,-33.24,45.32,39.19,30.13,15.58,4.07,3.71,1.85,1.66,9.32,9.32,1.49
12M 2012,42.44,41.6,139.36,-55.32,8.6,5.55,8.77,3.97,2.48,2.35,1.1,0.96,6.1,6.1,1.37
12M 2013,31.39,63.67,158.4,-63.34,11.63,11.43,5.73,2.62,2.87,2.8,1.17,0.97,7.29,7.29,1.3
12M 2014,18.9,67.63,118.24,-31.71,19.31,8.23,5.4,3.32,3.57,3.42,1.35,1.14,7.53,7.53,1.38
12M 2015,25.66,93.79,112.96,6.49,14.22,11.43,3.89,2.02,3.41,3.0,1.27,0.94,13.28,13.28,1.16
12M 2016,31.3,92.84,95.61,28.53,11.66,4.47,3.93,3.08,2.77,2.82,1.15,0.95,8.54,8.54,1.3
12M 2017,38.62,73.3,65.99,45.93,9.45,8.63,4.98,2.82,2.62,2.61,1.19,1.03,16.89,16.89,1.19
12M 2018,36.2,80.6,66.37,50.43,10.08,12.34,4.53,2.71,2.75,2.89,1.21,1.11,7.3,7.3,1.44
12M 2019,39.0,80.25,67.87,51.38,9.36,10.08,4.55,3.16,2.95,2.94,1.28,1.22,5.69,5.69,1.67
12M 2020,49.24,124.44,95.89,77.79,7.41,11.54,2.93,2.37,1.86,1.83,0.89,0.86,3.71,3.71,2.08
12M 2021,32.02,109.74,87.7,54.06,11.4,5.46,3.33,2.93,1.87,1.85,0.96,0.86,3.29,3.29,2.35
12M 2022,30.61,98.34,83.92,45.03,11.93,9.11,3.71,2.42,2.16,2.14,1.03,0.9,4.0,4.0,1.73
12M 2023,19.79,80.93,88.22,12.5,18.45,11.02,4.51,3.68,3.29,3.21,1.37,1.24,5.91,,1.59
12M 2024,27.25,92.1,137.26,-17.91,13.39,10.53,3.96,3.15,2.87,2.73,1.1,1.08,4.41,4.41,1.64
