Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,5.98,,1.3,,12.23,,0.94,1.27,1.27,5.69
12M 2009,66.94,270.46,28.61,308.79,5.45,6.6,1.35,1.49,10.27,10.22,0.75,0.75,0.95,0.95,7.96
12M 2010,60.91,238.19,26.86,60.91,5.99,6.59,1.53,1.44,10.99,11.27,0.72,0.7,0.86,0.86,9.44
12M 2011,47.13,219.1,23.03,243.2,7.74,7.07,1.67,1.5,14.6,14.61,0.8,0.77,0.95,0.95,7.1
12M 2012,53.93,187.41,20.14,221.2,6.77,6.62,1.95,1.81,13.64,12.84,0.84,0.8,0.95,0.95,9.34
12M 2013,67.43,215.57,19.42,263.58,5.41,5.4,1.69,1.64,7.34,7.46,0.72,0.69,0.91,0.91,6.73
12M 2014,67.69,224.63,22.97,269.35,5.39,4.87,1.62,1.54,4.66,4.13,0.69,0.65,1.06,1.06,3.69
12M 2015,81.36,221.69,23.17,279.88,4.49,4.44,1.65,1.6,3.63,3.66,0.63,0.62,1.04,1.04,3.8
12M 2016,97.27,247.34,25.29,247.34,3.75,3.52,1.48,1.46,3.25,3.29,0.57,0.57,0.97,0.97,3.56
12M 2017,113.22,262.13,33.66,341.69,3.22,3.39,1.39,1.43,3.21,2.83,0.51,0.52,1.0,1.0,3.27
12M 2018,105.11,220.86,29.33,296.64,3.47,3.23,1.65,1.64,4.56,4.74,0.62,0.62,1.15,1.15,3.51
12M 2019,126.38,258.48,26.49,358.37,2.89,3.07,1.41,1.33,4.45,4.66,0.54,0.54,1.0,1.0,3.82
12M 2020,151.22,301.45,24.73,427.94,2.41,2.38,1.21,1.27,3.51,3.45,0.45,0.45,0.94,0.94,3.86
12M 2021,160.7,314.09,25.63,449.16,2.27,2.35,1.16,1.07,3.36,3.42,0.45,0.45,0.92,0.92,3.25
12M 2022,125.39,296.74,28.24,,2.91,2.77,1.23,1.17,4.77,4.88,0.6,0.6,1.21,1.21,3.5
12M 2023,133.18,264.85,28.99,-28.99,2.74,2.28,1.38,1.51,5.5,5.64,0.63,0.61,1.4,1.4,3.03
12M 2024,142.39,235.86,31.88,-31.88,2.56,3.45,1.55,1.73,5.24,5.16,0.58,0.61,1.3,1.3,3.36
