Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,5.69,3.33,0.0,1.26,0.0,0.0,-0.4,0.0,0.26
12M 2009,7.96,5.66,0.0,1.19,0.0,0.0,-0.56,0.0,0.19
12M 2010,9.44,6.61,0.0,1.17,0.0,0.0,-0.57,0.0,0.17
12M 2011,7.1,4.85,0.0,1.21,0.0,0.0,-0.57,0.0,0.21
12M 2012,9.34,6.96,0.0,1.17,0.0,0.0,-0.54,0.0,0.17
12M 2013,6.73,4.66,0.0,1.2,0.0,0.0,-0.49,0.0,0.2
12M 2014,3.69,2.54,0.08,1.35,0.0,0.0,-0.31,0.06,0.35
12M 2015,3.8,2.7,0.08,1.41,0.0,0.0,-0.37,0.05,0.41
12M 2016,3.56,2.53,0.07,1.46,0.0,0.0,-0.37,0.05,0.46
12M 2017,3.27,2.18,0.08,1.51,0.0,0.0,-0.26,0.05,0.51
12M 2018,3.51,2.45,0.07,1.47,0.0,0.0,-0.24,0.05,0.47
12M 2019,3.82,2.45,0.07,1.47,0.0,0.0,-0.21,0.05,0.47
12M 2020,3.86,2.51,0.08,1.46,0.0,0.0,-0.21,0.05,0.46
12M 2021,3.25,1.93,0.08,1.47,0.0,0.0,-0.14,0.05,0.47
12M 2022,3.5,1.78,0.07,1.44,0.0,0.0,-0.03,0.05,0.44
12M 2023,3.03,1.65,0.14,1.51,0.0,0.0,0.01,0.09,0.51
12M 2024,3.36,2.13,0.1,1.43,0.0,0.0,-0.19,0.07,0.43
