Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2013,1.38 B,33.51,32.83,1.36,,1.17%,2.98%,-5.15%,-1.85
12M 2014,1.39 B,13.05,88.12,1.18,,0.44%,1.14%,2.22%,1.53
12M 2015,1.39 B,-26.54,-12.06,0.34,,-0.80%,-2.13%,0.24%,0.14
12M 2016,1.39 B,359.22,0.84,0.37,,10.94%,22.85%,-2.56%,-1.39
12M 2017,1.39 B,3.67,77.93,0.24,,0.11%,0.23%,1.36%,0.72
12M 2018,1.39 B,40.38,13.00,0.42,280.64 B,0.94%,2.28%,1.43%,0.66
12M 2019,1.39 B,-198.21,-3.99,0.75,51.82 B,-4.12%,-13.15%,-3.28%,-1.35
12M 2020,1.39 B,39.35,27.19,0.81,198.21 B,0.83%,2.52%,-1.56%,-0.65
12M 2021,1.39 B,6.37,109.11,0.46,430.47 B,0.13%,0.40%,2.48%,1.17
12M 2022,1.39 B,-219.45,-3.01,0.35,545.18 B,-4.18%,-14.41%,4.22%,0.93
12M 2023,1.39 B,-282.87,-3.54,0.95,159.94 B,-5.29%,-23.11%,-1.50%,-0.43
12M 2024,1.39 B,-244.89,-1.88,0.35,318.04 B,-4.53%,-23.59%,0.95%,0.47
