Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2011,1.50 B,-13.89,-50.40,17.19,,-5.41%,-6.18%,-9.92%,-2.05
12M 2012,1.50 B,-43.77,-8.91,13.87,,-21.35%,-24.18%,-14.78%,-11.31
12M 2013,1.50 B,-30.34,-11.54,56.47,,-18.58%,-20.13%,-16.65%,-21.73
12M 2014,12.00 B,-2.89,-91.35,9.20,,-1.32%,-2.65%,0.36%,0.17
12M 2015,12.50 B,-20.88,-11.40,5.65,,-9.85%,-21.13%,-12.55%,-3.76
12M 2016,12.50 B,-17.88,-19.02,7.42,,-9.22%,-22.65%,-10.10%,-2.72
12M 2017,12.50 B,2.58,186.82,8.14,,1.59%,3.15%,0.74%,0.50
12M 2018,12.50 B,-5.57,-116.70,9.55,297.51 B,-3.64%,-7.26%,-0.62%,-0.14
12M 2019,12.50 B,-14.98,-3.34,0.89,172.68 B,-11.18%,-24.20%,-7.11%,-1.52
12M 2020,12.50 B,-25.77,-1.94,1.27,(47.16 B),-25.00%,-71.99%,-22.75%,-3.95
12M 2021,12.50 B,-18.91,-2.64,1.15,(38.73 B),-22.96%,-111.28%,-28.81%,-2.95
12M 2022,12.50 B,-1.45,-34.48,1.26,152.83 B,-1.93%,-9.24%,9.39%,0.54
12M 2023,12.50 B,-6.51,-7.68,1.94,28.05 B,-9.82%,-72.77%,-36.80%,-21.51
12M 2024,12.50 B,-7.37,-6.78,7.80,(24.01 B),-13.12%,-465.06%,-83.16%,-38.92
