Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2011,7.89,7.76,0.11,1.14,0.0,0.0,-0.35,0.1,0.14
12M 2012,5.99,5.76,0.08,1.13,0.0,0.0,0.01,0.07,0.13
12M 2013,8.14,8.0,0.03,1.08,0.0,0.0,0.02,0.03,0.08
12M 2014,1.77,1.66,0.77,2.0,0.0,0.0,0.74,0.38,1.0
12M 2015,0.67,0.64,0.89,2.15,0.0,0.0,0.87,0.41,1.15
12M 2016,1.61,1.52,1.06,2.46,0.0,0.0,1.04,0.43,1.46
12M 2017,1.11,1.0,0.34,1.98,0.0,0.0,0.29,0.17,0.98
12M 2018,2.32,2.22,0.74,1.99,0.0,0.0,0.65,0.37,0.99
12M 2019,1.14,1.07,0.9,2.16,0.0,0.0,0.89,0.41,1.17
12M 2020,0.47,0.42,1.22,2.88,0.0,0.0,1.17,0.42,1.88
12M 2021,0.23,0.2,2.58,4.85,0.0,0.0,2.41,0.0,3.85
12M 2022,0.19,0.16,2.77,4.78,0.0,0.0,2.71,0.58,3.79
12M 2023,0.13,0.11,4.82,7.41,0.0,0.0,4.72,0.65,6.41
12M 2024,0.09,0.08,27.55,35.46,0.0,0.0,26.88,0.78,34.48
