Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,0.9,0.87,1.01,2.75,0.0,0.0,0.66,0.37,1.46
12M 2009,0.85,0.83,0.76,2.46,0.0,0.0,0.39,0.31,1.15
12M 2010,0.98,0.96,0.59,2.2,0.0,0.0,0.24,0.27,0.91
12M 2011,1.55,1.52,0.5,2.3,0.0,0.0,-0.1,0.22,1.01
12M 2012,1.67,1.65,0.48,2.36,0.0,0.0,-0.16,0.2,1.07
12M 2013,1.49,1.48,0.46,2.23,0.0,0.0,-0.23,0.21,0.9
12M 2014,2.38,2.36,0.39,2.03,0.0,0.0,-0.24,0.19,0.72
12M 2015,2.82,2.79,0.35,1.93,0.0,0.0,-0.18,0.18,0.63
12M 2016,2.17,2.16,0.3,1.96,0.0,0.0,-0.11,0.15,0.62
12M 2017,1.69,1.67,0.32,1.98,0.0,0.0,0.03,0.16,0.64
12M 2018,2.01,1.99,0.46,2.15,0.0,0.0,0.14,0.21,0.77
12M 2019,1.75,1.74,0.61,2.33,0.0,0.0,0.31,0.26,0.95
12M 2020,1.78,1.77,0.73,2.6,0.0,0.0,0.48,0.28,1.23
12M 2021,1.67,1.66,0.93,2.81,0.0,0.0,0.62,0.33,1.47
12M 2022,2.12,2.11,1.16,3.04,0.0,0.0,-0.55,0.38,1.69
12M 2023,2.01,2.0,1.33,3.25,0.0,0.0,0.66,0.41,1.88
12M 2024,2.05,2.04,1.12,2.97,0.0,0.0,-0.77,0.38,1.62
