Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,2.32 B,-16.15,-43.34,1.76,,-1.39%,-3.83%,14.46%,
12M 2009,2.32 B,63.90,10.95,1.69,,5.70%,14.01%,10.53%,
12M 2010,2.32 B,73.37,9.54,1.56,,6.86%,15.11%,13.87%,
12M 2011,2.32 B,61.12,11.45,1.51,,4.93%,11.35%,13.20%,6.60
12M 2012,2.32 B,75.18,9.98,1.44,,5.27%,12.42%,12.77%,7.00
12M 2013,2.32 B,70.46,10.64,1.37,,4.77%,10.61%,11.91%,7.64
12M 2014,2.32 B,110.33,6.80,1.30,,7.15%,14.51%,14.07%,9.38
12M 2015,2.32 B,76.16,12.28,1.91,,4.81%,9.28%,9.42%,7.16
12M 2016,2.32 B,53.72,47.65,5.50,,3.20%,6.27%,7.29%,7.17
12M 2017,2.32 B,56.81,44.01,5.17,,3.20%,6.33%,7.40%,8.43
12M 2018,2.32 B,129.42,7.49,1.46,645.80 B,5.94%,12.79%,13.87%,14.48
12M 2019,2.32 B,47.83,21.43,1.83,364.97 B,1.98%,4.62%,3.91%,2.88
12M 2020,2.32 B,-61.76,-13.76,3.34,54.14 B,-2.49%,-6.46%,-3.27%,-1.79
12M 2021,2.32 B,-90.74,-8.32,3.17,33.92 B,-3.70%,-10.41%,-4.41%,-2.01
12M 2022,2.32 B,-19.43,-43.23,1.41,513.55 B,-0.74%,-2.25%,4.68%,1.82
12M 2023,2.32 B,82.47,15.70,1.69,674.19 B,3.05%,9.91%,8.12%,1.88
12M 2024,2.32 B,112.71,86.28,9.39,875.19 B,4.05%,12.01%,11.57%,2.52
