Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,15.11,,6.12,,6.26,,2.38,1278.55,1278.55,1.0
12M 2009,22.14,52.06,50.11,24.09,16.49,14.15,7.01,6.56,6.52,6.23,2.61,2.5,126.78,126.78,1.04
12M 2010,26.19,56.07,62.46,19.8,13.94,12.07,6.51,5.87,5.48,5.01,2.43,2.28,-30.07,-30.07,0.85
12M 2011,28.33,53.92,67.68,14.57,12.88,11.28,6.77,6.27,4.96,4.48,2.45,2.24,-11.57,-11.57,0.69
12M 2012,30.09,52.72,70.72,12.09,12.13,11.13,6.92,6.46,4.71,4.46,2.43,2.24,-10.92,-10.92,0.67
12M 2013,33.8,50.52,79.54,4.78,10.8,9.23,7.23,7.33,4.68,4.56,2.43,2.3,-12.03,-12.03,0.7
12M 2014,32.6,46.22,88.0,-9.18,11.2,9.34,7.9,7.53,4.85,4.79,2.5,2.34,-13.65,-13.65,0.71
12M 2015,30.71,47.31,96.94,-18.92,11.88,10.37,7.71,7.6,4.66,4.52,2.43,2.3,-10.41,-10.41,0.65
12M 2016,31.68,42.99,88.33,-13.66,11.52,10.93,8.49,8.27,4.49,4.29,2.47,2.39,-9.34,-9.34,0.61
12M 2017,37.31,43.03,83.73,-3.39,9.78,8.77,8.48,8.1,4.13,3.98,2.31,2.18,-8.98,-8.98,0.63
12M 2018,42.34,44.52,80.19,6.67,8.62,8.22,8.2,8.11,3.97,3.97,2.18,2.12,-14.88,-14.88,0.75
12M 2019,43.87,44.44,79.39,8.92,8.32,7.68,8.21,8.94,4.02,4.05,2.14,2.07,-9.46,-9.46,0.65
12M 2020,45.15,43.52,78.23,10.44,8.08,7.78,8.39,8.1,4.07,4.12,2.09,2.07,-9.49,-9.49,0.66
12M 2021,45.28,45.05,81.07,9.26,8.06,8.06,8.1,7.9,3.85,3.92,2.0,2.01,-8.23,-8.23,0.61
12M 2022,37.37,41.84,76.38,2.83,9.77,9.64,8.72,8.01,4.2,4.3,2.21,2.14,-8.46,-8.46,0.61
12M 2023,29.62,47.44,82.37,-5.31,12.32,12.17,7.69,8.22,4.1,4.16,2.21,2.17,-7.67,-7.67,0.55
12M 2024,21.94,48.83,79.73,-8.96,16.64,16.34,7.48,7.37,3.77,3.77,2.15,2.16,-5.36,-5.36,0.45
