Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2011,6.22 B,10.51,0.00,0.00,,1.90%,6.82%,27.95%,1.72
12M 2012,7.06 B,11.59,208.02,7.12,,1.66%,3.62%,15.42%,2.38
12M 2013,7.06 B,-68.94,-29.14,4.70,,-8.20%,-27.90%,10.31%,1.99
12M 2014,7.06 B,-21.90,-73.38,3.46,,-2.63%,-9.73%,5.32%,1.39
12M 2015,7.06 B,-109.92,-12.20,2.93,,-11.82%,-55.92%,1.70%,
12M 2016,7.77 B,-25.41,-41.32,2.72,,-3.69%,-15.55%,-3.10%,-0.36
12M 2017,9.07 B,-31.92,-24.44,2.66,,-5.85%,-13.14%,2.50%,0.53
12M 2018,9.07 B,-25.16,-30.01,2.65,973.80 B,-4.66%,-11.01%,0.93%,0.15
12M 2019,9.97 B,-7.55,-192.05,5.90,946.09 B,-1.73%,-2.65%,0.94%,0.18
12M 2020,9.97 B,-20.07,-39.61,3.93,760.13 B,-4.36%,-7.54%,-0.25%,-0.11
12M 2021,9.97 B,-18.24,-32.89,4.10,609.18 B,-4.68%,-7.35%,-1.46%,-0.74
12M 2022,9.97 B,-24.54,-9.13,2.00,321.88 B,-7.21%,-10.97%,-6.83%,-3.85
12M 2023,9.97 B,-27.56,-3.59,1.33,86.00 B,-9.06%,-14.05%,-8.78%,-4.45
12M 2024,9.97 B,-11.71,-5.81,0.96,239.45 B,-4.42%,-6.37%,-3.20%,-3.20
