Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2011,0.61,0.45,1.76,3.6,0.0,0.0,1.73,0.49,2.6
12M 2012,1.2,0.75,0.7,2.18,0.0,0.0,0.0,0.32,1.18
12M 2013,1.12,0.79,1.64,3.4,0.0,0.0,1.34,0.48,2.4
12M 2014,0.81,0.5,1.92,3.69,0.0,0.0,1.88,0.52,2.69
12M 2015,0.19,0.13,2.49,4.73,0.0,0.0,2.45,0.53,3.73
12M 2016,0.61,0.43,1.81,4.21,0.0,0.0,-0.06,0.43,3.21
12M 2017,0.62,0.45,1.12,2.25,0.0,0.0,1.11,0.5,1.25
12M 2018,0.28,0.21,1.0,2.36,0.0,0.0,0.96,0.42,1.36
12M 2019,0.94,0.75,0.27,1.53,0.0,0.0,0.25,0.18,0.53
12M 2020,1.24,0.92,0.22,1.73,0.0,0.0,0.2,0.13,0.73
12M 2021,0.81,0.65,0.16,1.57,0.0,0.0,0.15,0.1,0.57
12M 2022,0.91,0.73,0.12,1.52,0.0,0.0,-0.01,0.08,0.52
12M 2023,1.04,0.84,0.1,1.55,0.0,0.0,0.1,0.07,0.55
12M 2024,1.02,0.84,0.09,1.44,0.0,0.0,0.08,0.06,0.44
