Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2011,,,,,,,,,,,,,-4.85,,0.61
12M 2012,40.91,65.22,126.1,-19.97,8.92,8.8,5.6,4.24,1.12,1.03,0.57,0.49,11.28,11.28,1.2
12M 2013,40.34,69.04,128.39,-19.01,9.05,9.13,5.29,5.68,1.09,1.02,0.56,0.53,18.62,18.62,1.12
12M 2014,45.75,53.19,113.49,-14.55,7.98,7.41,6.86,7.04,1.02,1.0,0.56,0.55,-13.47,-13.47,0.81
12M 2015,53.01,42.71,111.59,-15.87,6.89,5.44,8.55,10.35,0.88,0.88,0.52,0.5,-0.78,-0.78,0.19
12M 2016,49.37,33.45,109.13,-26.31,7.39,7.28,10.91,13.09,0.75,0.77,0.5,0.51,-6.24,-6.24,0.61
12M 2017,45.24,32.03,65.9,11.37,8.07,8.33,11.4,12.41,0.69,0.73,0.52,0.52,-6.31,-6.31,0.62
12M 2018,46.94,29.33,35.67,40.6,7.78,8.14,12.45,13.06,0.68,0.69,0.53,0.53,-1.45,-1.45,0.28
12M 2019,48.12,25.6,55.3,18.42,7.59,7.84,14.26,16.71,0.69,0.72,0.53,0.55,-54.89,-54.89,0.94
12M 2020,69.39,39.92,83.84,25.47,5.26,4.81,9.14,7.51,0.62,0.67,0.45,0.46,9.41,9.41,1.24
12M 2021,111.95,57.62,142.92,26.65,3.26,3.21,6.33,7.16,0.51,0.55,0.34,0.37,-7.16,-7.16,0.81
12M 2022,141.25,47.61,168.11,20.75,2.58,2.53,7.67,7.74,0.48,0.52,0.31,0.32,-13.76,-13.76,0.91
12M 2023,197.38,58.65,191.45,64.58,1.85,2.0,6.22,6.46,0.38,0.41,0.23,0.25,24.89,24.89,1.04
12M 2024,186.02,61.52,202.13,45.41,1.96,2.19,5.93,6.38,0.41,0.44,0.25,0.26,47.86,47.86,1.02
