Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,9.16,,283.54,,0.74,,0.54,6.74,6.74,1.58
12M 2009,32.8,0.72,38.61,-5.09,11.13,11.56,504.15,517.59,1.03,1.04,0.66,0.64,3.26,3.26,2.48
12M 2010,32.7,0.71,37.2,-3.79,11.16,11.26,512.91,495.73,1.16,1.17,0.65,0.63,2.01,2.01,3.43
12M 2011,36.2,0.61,28.06,8.75,10.08,10.57,602.24,634.4,1.2,1.23,0.62,0.65,1.75,1.75,5.5
12M 2012,32.9,0.61,40.74,-7.23,11.09,10.0,601.84,484.33,1.55,1.54,0.72,0.69,1.71,1.71,4.2
12M 2013,29.49,1.91,35.53,-4.13,12.38,10.83,191.32,122.64,1.89,1.76,0.8,0.76,3.35,3.35,2.01
12M 2014,32.1,7.48,27.5,12.08,11.37,10.91,48.78,33.58,1.59,1.57,0.65,0.59,4.43,4.43,1.71
12M 2015,35.51,9.14,21.53,23.12,10.28,10.4,39.92,43.19,1.43,1.47,0.49,0.46,2.82,2.82,2.58
12M 2016,38.64,9.89,20.86,27.67,9.45,9.35,36.91,37.47,1.53,1.6,0.43,0.44,2.22,2.22,2.61
12M 2017,40.94,10.68,17.52,34.1,8.91,9.18,34.18,35.51,1.67,1.69,0.45,0.47,2.19,2.19,3.87
12M 2018,41.15,9.81,21.93,29.03,8.87,8.48,37.22,34.8,1.71,1.67,0.55,0.51,4.38,4.38,1.54
12M 2019,50.0,10.44,33.03,27.41,7.3,7.06,34.97,37.9,1.37,1.39,0.5,0.53,3.61,3.61,1.97
12M 2020,59.65,12.06,40.99,30.72,6.12,6.3,30.27,29.6,1.1,0.98,0.4,0.39,3.63,3.63,1.7
12M 2021,52.78,9.13,28.09,33.82,6.92,6.75,39.98,43.38,1.15,1.15,0.41,0.4,2.32,2.32,2.49
12M 2022,50.75,7.53,26.6,31.68,7.19,6.72,48.48,45.77,1.35,1.32,0.48,0.47,2.79,2.79,2.23
12M 2023,51.78,8.32,30.68,29.42,7.05,6.67,43.88,41.42,1.36,1.37,0.52,0.54,8.38,8.38,1.29
12M 2024,39.98,9.19,28.95,20.22,9.13,8.86,39.71,34.35,1.48,1.54,0.58,0.6,4.36,4.36,1.75
