Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.58,1.57,2.04,3.61,0.0,0.0,1.55,0.57,2.47
12M 2009,2.48,2.48,1.1,2.44,0.0,0.0,0.54,0.45,1.35
12M 2010,3.43,3.43,1.04,2.31,0.0,0.0,0.25,0.45,1.22
12M 2011,5.5,5.49,0.73,1.96,0.0,0.0,0.07,0.37,0.87
12M 2012,4.2,4.19,0.47,1.78,0.0,0.0,-0.25,0.26,0.71
12M 2013,2.01,1.99,0.41,1.71,0.0,0.0,-0.11,0.24,0.64
12M 2014,1.71,1.65,0.69,2.25,0.0,0.0,0.25,0.31,1.18
12M 2015,2.58,2.52,0.9,2.15,0.0,0.0,0.52,0.42,1.15
12M 2016,2.61,2.53,0.92,2.16,0.0,0.0,0.51,0.43,1.16
12M 2017,3.87,3.74,0.76,1.99,0.0,0.0,0.43,0.38,0.98
12M 2018,1.54,1.49,1.37,3.08,0.0,0.0,0.86,0.44,1.84
12M 2019,1.97,1.9,1.09,2.88,0.0,0.0,0.68,0.38,1.62
12M 2020,1.7,1.64,1.15,3.37,0.0,0.0,0.62,0.34,2.05
12M 2021,2.49,2.43,0.97,2.97,0.0,0.0,0.37,0.32,1.67
12M 2022,2.23,2.17,0.8,2.73,0.0,0.0,0.25,0.29,1.42
12M 2023,1.29,1.25,0.56,2.45,0.0,0.0,0.1,0.23,1.13
12M 2024,1.75,1.68,0.44,2.27,0.0,0.0,-0.05,0.19,0.97
