Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,22.97 B,35.06,53.05,3.34,,3.15%,11.38%,41.86%,8.51
12M 2009,24.24 B,265.37,14.70,5.25,,22.44%,54.83%,32.53%,13.75
12M 2010,24.24 B,266.63,16.60,5.43,,20.14%,46.60%,34.10%,24.31
12M 2011,24.24 B,244.75,12.97,3.93,,19.15%,37.46%,27.73%,32.13
12M 2012,24.24 B,355.38,12.94,4.48,,22.80%,40.54%,31.92%,47.20
12M 2013,24.24 B,433.01,10.33,2.96,,19.72%,33.81%,30.11%,42.71
12M 2014,24.24 B,370.93,16.18,3.43,,11.63%,26.12%,23.01%,12.99
12M 2015,24.24 B,221.64,12.38,1.62,,6.00%,12.90%,10.51%,4.75
12M 2016,24.24 B,167.06,16.16,1.68,,4.41%,9.53%,7.33%,3.36
12M 2017,24.24 B,79.03,22.14,1.07,,2.25%,4.46%,6.32%,2.56
12M 2018,24.24 B,179.28,11.83,0.93,"16,740.13 B",3.78%,11.66%,10.78%,4.21
12M 2019,24.24 B,39.44,55.02,0.97,"14,887.15 B",0.93%,2.69%,9.65%,3.53
12M 2020,24.24 B,-159.21,-10.40,0.95,"9,056.62 B",-3.63%,-12.25%,3.77%,1.33
12M 2021,24.24 B,179.37,7.67,0.77,"12,051.25 B",4.05%,12.06%,6.53%,2.74
12M 2022,24.24 B,200.20,8.79,0.80,"16,856.42 B",4.33%,11.82%,9.21%,4.47
12M 2023,24.24 B,174.99,6.46,0.49,"15,537.20 B",4.16%,10.18%,9.40%,5.56
12M 2024,24.24 B,221.93,7.16,0.64,"14,974.26 B",5.19%,11.78%,10.06%,6.94
