Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2015,1.05,1348.10,1.05,1348.10,41 B,,41 B,34 B,32 B
12M 2016,1.20,274.53,1.20,274.53,72 B,,72 B,65 B,42 B
12M 2017,0.98,265.67,0.98,265.67,78 B,,78 B,68 B,47 B
12M 2018,0.79,271.82,0.79,271.82,85 B,,85 B,76 B,57 B
12M 2019,0.91,275.18,0.91,275.18,81 B,,81 B,75 B,60 B
12M 2020,0.94,275.82,0.94,275.82,94 B,,94 B,86 B,46 B
12M 2021,1.57,281.15,1.57,281.15,109 B,,109 B,98 B,33 B
12M 2022,1.40,284.70,1.40,284.70,101 B,,101 B,88 B,32 B
12M 2023,1.29,285.45,1.29,285.45,78 B,5 B,83 B,77 B,29 B
12M 2024,1.45,289.18,1.45,289.18,93 B,4 B,97 B,78 B,33 B
