Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2014,1.35 B,-29.30,-136.48,102.15,,-7.14%,-16.82%,-10.39%,-2.23
12M 2015,1.35 B,-59.46,-72.55,87.79,,-15.65%,-52.61%,-14.15%,-1.71
12M 2016,1.36 B,-39.12,-90.47,67.13,,-8.49%,-20.50%,-11.51%,-1.42
12M 2017,10.35 B,-3.22,-15.53,7.57,,-6.85%,-7.70%,-9.08%,-11.93
12M 2018,10.35 B,-1.95,-25.64,6.84,3.30 B,-4.29%,-4.89%,-4.38%,-15.81
12M 2019,10.35 B,-1.38,-36.23,7.59,3.00 B,-3.07%,-3.58%,-2.39%,-3.37
12M 2020,10.35 B,-2.80,-17.86,12.20,(9.25 B),-6.65%,-7.86%,-5.32%,-8.71
12M 2021,10.35 B,-1.17,-42.74,10.95,2.06 B,-2.86%,-3.40%,-2.53%,-4.46
12M 2022,10.35 B,-0.72,-91.67,11.61,5.53 B,-1.81%,-2.11%,-1.11%,-2.03
12M 2023,10.35 B,-1.03,-48.54,9.53,2.85 B,-2.67%,-3.13%,-1.78%,-4.00
12M 2024,10.35 B,-0.68,-47.06,6.01,5.19 B,-1.78%,-2.10%,-1.27%,-3.35
