Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2013,2.42,2.4,0.0,1.28,0.0,0.0,-0.16,0.0,0.29
12M 2014,0.38,0.38,0.36,2.36,0.0,0.0,0.31,0.15,1.36
12M 2015,0.21,0.21,0.59,3.36,0.0,0.0,0.52,0.18,2.36
12M 2016,0.52,0.51,1.79,2.42,0.0,0.0,1.76,0.74,1.42
12M 2017,2.0,1.99,0.0,1.12,0.0,0.0,-0.02,0.0,0.12
12M 2018,1.29,1.28,0.0,1.14,0.0,0.0,-0.03,0.0,0.14
12M 2019,1.93,1.93,0.03,1.17,0.0,0.0,-0.01,0.03,0.17
12M 2020,0.44,0.43,0.04,1.18,0.0,0.0,0.01,0.03,0.18
12M 2021,0.42,0.41,0.03,1.19,0.0,0.0,0.01,0.03,0.19
12M 2022,0.54,0.53,0.04,1.17,0.0,0.0,0.0,0.03,0.17
12M 2023,0.39,0.39,0.04,1.18,0.0,0.0,0.02,0.03,0.18
12M 2024,0.42,0.41,0.04,1.18,0.0,0.0,0.02,0.02,0.18
