Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2013,,,,,,,,,,,,,,,2.42
12M 2014,70.73,1.85,58.76,13.82,5.16,8.05,197.82,317.7,0.21,0.21,0.18,0.19,-0.6,-0.6,0.38
12M 2015,64.02,6.29,230.58,-160.27,5.7,6.77,58.02,53.69,0.14,0.14,0.12,0.13,-0.4,-0.4,0.21
12M 2016,39.55,4.42,96.27,-52.3,9.23,14.36,82.66,97.24,0.16,0.16,0.13,0.13,-0.44,-0.44,0.52
12M 2017,31.12,4.05,19.24,15.93,11.73,12.06,90.15,93.88,0.16,0.16,0.12,0.14,2.21,2.21,2.0
12M 2018,30.68,3.59,12.29,21.98,11.9,10.46,101.77,140.16,0.19,0.19,0.16,0.16,5.15,5.15,1.29
12M 2019,30.61,2.78,7.57,25.82,11.92,12.34,131.46,128.05,0.18,0.18,0.15,0.15,1.98,1.98,1.93
12M 2020,27.97,4.27,10.39,21.85,13.05,12.97,85.58,86.41,0.11,0.11,0.09,0.1,-2.25,-2.25,0.44
12M 2021,11.77,4.49,8.78,7.48,31.02,34.88,81.22,72.87,0.13,0.13,0.11,0.11,-2.5,-2.5,0.42
12M 2022,8.96,4.16,8.61,4.51,40.75,36.47,87.76,90.36,0.16,0.16,0.14,0.14,-4.26,-4.26,0.54
12M 2023,10.59,2.8,9.9,3.49,34.45,44.96,130.21,179.44,0.15,0.15,0.13,0.14,-2.97,-2.97,0.39
12M 2024,12.66,1.81,5.75,8.72,28.82,37.93,201.22,202.49,0.16,0.16,0.14,0.14,-3.02,-3.02,0.42
