Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,0.88,0.51,2.17,4.62,0.0,0.0,1.67,0.47,3.08
12M 2009,1.16,0.7,1.7,3.98,0.0,0.0,1.26,0.43,2.45
12M 2010,2.04,1.46,0.85,2.82,0.0,0.0,0.23,0.3,1.34
12M 2011,1.91,1.4,0.8,2.76,0.0,0.0,0.13,0.29,1.13
12M 2012,2.0,1.41,0.72,2.8,0.0,0.0,0.09,0.26,1.19
12M 2013,1.67,1.25,1.18,3.3,0.0,0.0,0.6,0.36,1.68
12M 2014,1.81,1.43,1.07,3.34,0.0,0.0,0.52,0.32,1.74
12M 2015,1.71,1.4,1.02,3.37,0.0,0.0,0.55,0.3,1.79
12M 2016,1.51,1.07,0.79,2.84,0.0,0.0,0.33,0.28,1.32
12M 2017,1.5,1.05,0.79,2.82,0.0,0.0,0.35,0.28,1.32
12M 2018,1.07,0.69,0.89,2.87,0.0,0.0,0.63,0.31,1.39
12M 2019,1.27,0.88,0.62,2.55,0.0,0.0,0.26,0.24,1.11
12M 2020,1.37,0.97,1.27,3.85,0.0,0.0,0.86,0.33,1.98
12M 2021,1.34,1.03,1.29,3.72,0.0,0.0,0.68,0.35,1.92
12M 2022,1.79,1.25,1.24,3.35,0.0,0.0,0.76,0.37,1.61
12M 2023,1.92,1.45,1.1,3.15,0.0,0.0,0.62,0.35,1.45
12M 2024,2.15,1.67,1.09,3.1,0.0,0.0,0.5,0.35,1.42
