Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,12.79,,5.36,,0.84,,0.62,-2.96,-2.96,0.47
12M 2009,32.74,64.23,60.6,36.37,11.15,17.75,5.68,5.86,0.61,0.62,0.47,0.49,-7.59,-7.59,0.65
12M 2010,27.14,61.45,35.24,53.35,13.45,14.43,5.94,4.76,0.55,0.57,0.46,0.47,-5.24,-5.24,0.61
12M 2011,22.17,60.9,33.67,49.4,16.47,13.18,5.99,4.38,0.73,0.74,0.59,0.56,112.15,112.15,1.03
12M 2012,21.55,80.88,72.13,30.3,16.94,16.39,4.51,3.88,0.79,0.8,0.61,0.61,-9.52,-9.52,0.79
12M 2013,22.97,99.43,100.93,21.47,15.89,12.92,3.67,3.81,0.85,0.8,0.64,0.6,-4.37,-4.37,0.67
12M 2014,21.28,84.89,101.09,5.08,17.15,24.73,4.3,4.84,0.83,0.87,0.63,0.67,-2.49,-2.55,0.41
12M 2015,32.09,122.07,228.12,-73.96,11.37,10.25,2.99,3.0,0.42,0.39,0.34,0.31,-0.83,-0.83,0.29
12M 2016,27.85,125.44,194.37,-41.08,13.11,11.0,2.91,2.81,0.5,0.53,0.39,0.4,-0.79,-0.79,0.31
12M 2017,31.39,180.57,138.55,73.41,11.63,12.77,2.02,2.11,0.42,0.45,0.31,0.33,-0.37,-0.37,0.18
12M 2018,29.63,137.59,95.76,71.46,12.32,11.88,2.65,2.66,0.45,0.44,0.34,0.33,-0.31,-0.31,0.12
12M 2019,47.18,180.82,163.87,64.13,7.74,7.2,2.02,2.37,0.28,0.29,0.22,0.23,-0.19,-0.19,0.1
12M 2020,182.9,526.04,569.7,139.24,2.0,2.44,0.69,0.69,0.06,0.06,0.05,0.05,-0.03,-0.03,0.06
12M 2021,150.19,286.75,390.84,46.1,2.43,2.75,1.27,1.28,0.08,0.08,0.06,0.06,-0.04,-0.04,0.08
12M 2022,192.4,264.17,419.76,36.81,1.9,1.75,1.38,1.39,0.08,0.08,0.07,0.07,-0.05,-0.05,0.08
12M 2023,165.8,235.35,348.59,52.56,2.2,2.08,1.55,1.58,0.11,0.12,0.09,0.09,-0.34,-0.34,0.37
12M 2024,194.07,266.01,352.77,107.31,1.88,1.86,1.37,1.37,0.12,0.12,0.09,0.09,-0.37,-0.37,0.44
