Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.34 B,-1026.64,-1.27,0.40,,-19.98%,-306.30%,-24.00%,-2.51
12M 2009,0.34 B,-357.68,-3.63,0.58,,-8.21%,-326.83%,-11.53%,-2.97
12M 2010,0.34 B,719.48,1.81,0.66,,16.90%,113.93%,-2.10%,-0.48
12M 2011,0.34 B,-666.77,-1.65,0.44,,-15.40%,-216.34%,-8.68%,-1.90
12M 2012,0.34 B,-509.70,-1.96,0.34,,-9.45%,-77.23%,-6.59%,-1.28
12M 2013,0.34 B,118.26,10.15,0.30,,1.69%,12.14%,9.57%,1.87
12M 2014,0.34 B,-1349.91,-0.85,0.30,,-24.97%,167.77%,-25.68%,-2.61
12M 2015,0.34 B,-502.51,-1.79,0.50,,-9.38%,38.62%,-13.24%,-2.43
12M 2016,0.34 B,-1019.88,-0.88,0.47,,-21.93%,44.69%,-55.31%,-6.87
12M 2017,0.34 B,-593.18,-1.39,0.62,,-14.92%,20.32%,-91.67%,-1.61
12M 2018,0.34 B,-347.65,-2.37,0.63,(84.09 B),-9.12%,10.06%,51.38%,-1.99
12M 2019,0.34 B,-306.78,-2.69,1.01,346.36 B,-8.71%,8.55%,10.94%,-0.71
12M 2020,0.34 B,-221.98,-8.81,11.21,(40.24 B),-6.59%,5.74%,9.55%,-1.36
12M 2021,0.34 B,-84.89,-19.38,7.92,4.86 B,-2.53%,2.14%,1.81%,-0.74
12M 2022,0.34 B,-290.05,-4.22,5.45,13.02 B,-8.62%,7.04%,0.66%,-0.13
12M 2023,3.17 B,-16.32,-58.82,29.55,18.26 B,-4.75%,-39.68%,-8.42%,0.08
12M 2024,3.17 B,-2.56,-382.81,30.20,27.88 B,-0.75%,-6.67%,3.18%,1.92
