Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,2.56,,8.53,,0.68,,0.35,-5.39,-5.39,0.67
12M 2009,84.5,29.72,33.28,80.94,4.32,3.49,12.28,11.14,0.55,0.55,0.38,0.35,-17.67,-17.67,0.86
12M 2010,101.98,43.7,70.48,75.2,3.58,4.09,8.35,8.34,0.37,0.37,0.26,0.26,3.25,3.25,1.82
12M 2011,119.81,42.46,73.35,88.92,3.05,2.82,8.6,8.6,0.32,0.32,0.22,0.22,2.27,2.27,2.2
12M 2012,133.62,19.81,50.18,103.25,2.73,2.36,18.42,18.42,0.56,0.57,0.31,0.32,4.24,4.24,1.52
12M 2013,207.94,29.24,107.71,129.47,1.76,1.64,12.48,10.38,0.64,0.64,0.27,0.27,1.15,1.15,3.73
12M 2014,251.56,26.93,90.23,188.26,1.45,1.28,13.55,13.48,0.69,0.7,0.21,0.21,1.41,1.41,2.08
12M 2015,353.3,38.07,93.3,298.07,1.03,0.97,9.59,9.34,0.36,0.22,0.11,0.09,0.38,0.38,4.82
12M 2016,369.04,38.42,59.9,347.56,0.99,0.83,9.5,9.5,0.24,0.25,0.08,0.08,0.37,0.37,3.16
12M 2017,276.23,46.6,55.18,267.65,1.32,1.3,7.83,6.97,0.26,0.2,0.1,0.1,0.49,0.49,6.74
12M 2018,169.92,29.88,62.55,137.25,2.15,2.0,12.22,11.63,0.27,0.26,0.12,0.11,0.69,0.69,3.97
12M 2019,275.85,28.58,125.52,178.91,1.32,1.33,12.77,9.73,0.21,0.21,0.08,0.06,1.02,1.02,1.19
12M 2020,722.94,86.63,302.49,507.08,0.5,4.55,4.21,4.7,0.08,0.08,0.02,0.04,-0.04,-0.04,0.02
12M 2021,249.74,87.29,517.76,-180.73,1.46,2.34,4.18,5.52,0.02,0.02,0.01,0.01,-0.01,-0.01,0.01
12M 2022,75.21,14.84,387.65,-297.6,4.85,4.34,24.6,,0.21,0.22,0.12,0.12,-0.1,-0.1,0.04
