Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,113 B,(301 B),(188 B),-119.63
12M 2009,120 B,(13 B),107 B,68.21
12M 2010,205 B,121 B,326 B,207.69
12M 2011,11 B,(49 B),(38 B),-24.42
12M 2012,51 B,(20 B),31 B,19.73
12M 2013,1 B,(2 B),(0 B),-0.11
12M 2014,68 B,(112 B),(44 B),-5.61
12M 2015,(382 B),(457 B),(840 B),-107.10
12M 2016,25 B,,25 B,3.24
12M 2017,208 B,(219 B),(11 B),-1.40
12M 2018,132 B,(190 B),(58 B),-7.37
12M 2019,(11 B),(3 B),(15 B),-1.88
12M 2020,(16 B),,(16 B),-2.06
12M 2021,(1 B),,(1 B),-0.09
12M 2022,(33 B),,(33 B),-4.25
