Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,5.88,,4.79,,11.66,,1.93,31.16,31.16,1.09
12M 2009,104.42,73.69,105.73,72.38,3.5,3.34,4.95,4.91,8.4,8.3,1.44,1.41,14.84,14.84,1.14
12M 2010,149.58,79.66,141.23,88.01,2.44,2.81,4.58,4.44,6.19,6.28,1.11,1.17,7.58,7.58,1.24
12M 2011,98.55,60.51,121.28,37.78,3.7,3.3,6.03,5.55,9.97,10.05,1.49,1.36,6.65,6.65,1.29
12M 2012,99.97,55.12,125.92,29.17,3.65,3.02,6.62,5.95,11.66,11.07,1.52,1.43,6.94,6.94,1.33
12M 2013,120.88,55.71,131.05,45.54,3.02,2.77,6.55,5.46,9.55,8.89,1.37,1.24,14.02,14.02,1.13
12M 2014,130.02,77.26,125.47,81.81,2.81,2.81,4.72,4.28,6.7,6.59,1.14,1.2,12.67,12.67,1.16
12M 2015,123.94,116.57,115.74,124.77,2.94,2.69,3.13,3.2,5.4,5.57,1.03,1.02,9.64,9.64,1.17
12M 2016,108.16,103.23,101.23,110.16,3.37,2.56,3.54,3.63,6.96,7.03,1.26,1.15,6.26,6.26,1.33
12M 2017,110.47,112.11,115.58,107.0,3.3,3.16,3.26,2.71,7.52,7.63,1.2,1.09,5.55,5.55,1.32
12M 2018,102.69,98.83,111.2,90.32,3.55,3.28,3.69,3.64,7.27,6.59,1.17,1.08,6.58,6.58,1.27
12M 2019,115.9,91.5,117.52,89.88,3.15,3.3,3.99,3.97,5.35,5.01,0.97,0.98,2.68,2.68,1.78
12M 2020,185.62,132.74,151.51,166.85,1.97,1.81,2.75,2.69,3.22,3.17,0.62,0.64,1.85,1.85,1.84
12M 2021,180.72,139.87,134.34,186.25,2.02,2.13,2.61,2.61,2.98,2.97,0.59,0.59,4.58,4.58,1.21
12M 2022,106.3,92.4,109.85,88.85,3.43,2.89,3.95,4.07,4.71,4.81,0.95,0.94,36.24,36.24,1.04
12M 2023,100.58,75.31,112.17,63.72,3.63,2.96,4.85,4.63,5.74,5.81,1.16,1.09,6.28,6.28,1.33
12M 2024,128.65,99.89,127.26,101.28,2.84,3.81,3.65,3.95,4.07,4.65,0.84,0.95,11.54,11.54,1.14
