Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.83 B,6.53,45.94,0.11,,0.47%,1.72%,84.37%,8.27
12M 2009,0.83 B,64.49,6.36,0.20,,4.33%,14.28%,22.68%,2.03
12M 2010,0.83 B,12.35,36.44,0.29,,0.91%,2.66%,11.80%,1.90
12M 2011,0.83 B,133.01,6.16,0.34,,7.03%,22.28%,37.87%,8.64
12M 2012,0.83 B,176.74,5.83,0.34,,8.65%,24.36%,37.98%,11.40
12M 2013,0.83 B,47.04,15.73,0.24,,2.00%,6.50%,19.59%,6.34
12M 2014,0.83 B,-102.75,-7.74,0.33,,-5.50%,-16.55%,-4.13%,-0.67
12M 2015,0.83 B,0.33,2969.70,0.51,,0.02%,0.05%,19.90%,2.07
12M 2016,0.83 B,192.57,7.61,0.60,,9.59%,23.92%,47.89%,4.28
12M 2017,4.16 B,40.00,7.80,0.57,,7.88%,20.42%,35.38%,6.30
12M 2018,4.16 B,25.38,11.82,0.46,268.39 B,4.24%,11.43%,25.23%,4.59
12M 2019,4.16 B,50.11,8.02,0.63,373.79 B,6.88%,18.77%,24.55%,5.83
12M 2020,4.16 B,0.67,352.24,0.53,202.08 B,0.10%,0.25%,8.33%,1.32
12M 2021,4.16 B,-50.73,-3.55,0.44,(20.88 B),-7.29%,-23.28%,-6.39%,-0.83
12M 2022,4.16 B,-45.97,-3.02,0.22,(31.04 B),-7.17%,-26.57%,-9.78%,-0.89
12M 2023,4.16 B,4.34,50.69,0.30,226.58 B,0.69%,2.45%,16.30%,1.69
12M 2024,4.16 B,-21.46,-10.72,0.51,,-4.86%,-13.75%,6.73%,0.85
