Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2009,2.88 B,1.14,0.00,0.00,,0.66%,1.33%,1.63%,0.57
12M 2010,2.88 B,3.54,108.76,0.70,,0.92%,2.71%,6.65%,0.98
12M 2011,2.88 B,10.97,38.74,0.47,,2.48%,7.76%,11.60%,1.68
12M 2012,2.88 B,15.61,50.61,0.59,,2.60%,10.12%,11.99%,1.66
12M 2013,2.88 B,23.36,22.69,0.31,,3.19%,13.44%,15.52%,2.05
12M 2014,2.88 B,48.09,12.16,0.28,,5.37%,22.39%,25.43%,2.81
12M 2015,2.88 B,48.75,16.00,0.31,,4.35%,19.10%,24.04%,2.34
12M 2016,2.88 B,68.01,11.91,0.27,,4.60%,21.90%,23.43%,2.50
12M 2017,2.88 B,35.67,29.44,0.31,,2.11%,11.14%,16.01%,1.63
12M 2018,2.88 B,55.22,19.38,0.29,719.48 B,3.21%,14.73%,19.96%,2.00
12M 2019,2.88 B,70.45,16.32,0.29,784.15 B,4.07%,16.64%,22.65%,2.48
12M 2020,2.88 B,69.48,27.71,0.44,"1,142.20 B",3.38%,14.32%,19.77%,2.40
12M 2021,2.88 B,95.48,23.15,0.47,"1,243.75 B",4.34%,17.03%,18.85%,3.12
12M 2022,2.88 B,138.40,21.46,0.55,"1,434.32 B",5.78%,20.09%,22.03%,4.71
12M 2023,33.44 B,15.45,27.83,0.83,"1,598.37 B",6.64%,13.81%,19.65%,7.34
12M 2024,33.44 B,16.34,26.32,0.72,"1,741.40 B",6.26%,13.23%,15.48%,13.62
