Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2009,1.3,0.67,0.41,2.0,0.0,0.0,0.15,0.21,1.0
12M 2010,0.93,0.55,1.21,2.96,0.0,0.0,0.65,0.41,1.96
12M 2011,0.94,0.55,1.16,3.13,0.0,0.0,0.71,0.37,2.13
12M 2012,0.86,0.47,1.65,3.9,0.0,0.0,1.2,0.42,2.9
12M 2013,0.87,0.4,1.61,4.21,0.0,0.0,1.12,0.38,3.21
12M 2014,0.82,0.32,1.61,4.17,0.0,0.0,1.41,0.39,3.17
12M 2015,0.79,0.33,2.0,4.39,0.0,0.0,1.83,0.46,3.39
12M 2016,0.77,0.33,2.38,4.76,0.0,0.0,2.14,0.5,3.76
12M 2017,0.72,0.31,2.7,5.29,0.0,0.0,2.45,0.51,4.29
12M 2018,0.73,0.33,2.12,4.59,0.0,0.0,1.94,0.46,3.59
12M 2019,0.78,0.32,1.57,4.09,0.0,0.0,1.37,0.38,3.09
12M 2020,0.65,0.21,1.47,4.24,0.0,0.0,1.3,0.35,3.24
12M 2021,0.69,0.2,1.15,3.93,0.0,0.0,0.99,0.29,2.93
12M 2022,0.76,0.23,0.79,3.48,0.0,0.0,0.58,0.23,2.48
12M 2023,0.95,0.25,0.02,2.08,0.0,0.0,-0.07,0.01,1.04
12M 2024,0.94,0.24,0.0,2.11,0.0,0.0,-0.09,0.0,1.08
