Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2009,,,,,,,,,,,,,16.76,,1.3
12M 2010,3.42,41.62,52.93,-7.89,106.82,200.88,8.77,13.28,5.49,7.92,1.97,2.85,-42.95,-42.95,0.93
12M 2011,2.85,37.59,50.77,-10.33,127.98,108.2,9.71,9.27,6.16,6.03,2.16,2.15,-68.17,-68.17,0.94
12M 2012,3.21,32.88,46.14,-10.05,113.53,74.84,11.1,9.66,7.47,6.57,2.57,2.31,-34.65,-34.65,0.86
12M 2013,3.27,40.0,52.46,-9.19,111.56,95.54,9.12,8.26,8.12,8.07,2.58,2.46,-34.13,-34.13,0.87
12M 2014,3.66,50.19,55.02,-1.17,99.71,99.61,7.27,6.98,8.59,8.15,2.57,2.5,-23.69,-23.69,0.82
12M 2015,7.17,50.8,51.58,6.39,50.92,34.81,7.18,7.26,7.82,7.12,2.47,2.27,-20.71,-20.71,0.79
12M 2016,10.48,50.02,50.41,10.09,34.83,32.67,7.3,6.77,6.84,6.54,2.27,2.13,-16.18,-16.18,0.77
12M 2017,11.24,52.27,51.08,12.43,32.47,28.61,6.98,6.87,6.4,6.12,2.14,2.03,-12.83,-12.83,0.72
12M 2018,12.75,52.78,50.68,14.85,28.64,24.15,6.92,6.67,6.64,6.66,2.18,2.12,-13.63,-13.63,0.73
12M 2019,10.82,52.46,51.62,11.66,33.75,39.8,6.96,7.05,7.37,7.43,2.34,2.35,-18.08,-18.08,0.78
12M 2020,9.51,53.98,52.15,11.34,38.39,33.02,6.76,6.51,7.44,7.0,2.32,2.18,-10.64,-10.64,0.65
12M 2021,10.9,59.41,52.23,18.08,33.49,31.47,6.14,5.88,7.12,6.93,2.21,2.18,-11.75,-11.75,0.69
12M 2022,9.13,59.72,50.66,18.19,39.97,42.82,6.11,5.84,7.58,7.4,2.36,2.29,-17.5,-17.5,0.76
12M 2023,8.15,61.64,53.37,16.42,44.81,38.83,5.92,5.94,7.53,7.16,2.36,2.29,-97.77,-97.77,0.95
12M 2024,7.47,62.65,54.7,15.42,48.89,43.23,5.83,5.77,7.53,7.25,2.41,2.32,-83.65,-83.65,0.94
