Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,4.01 B,6.65,7.52,0.12,,4.39%,12.80%,37.89%,31.47
12M 2009,4.01 B,5.17,10.83,0.27,,4.22%,9.02%,9.32%,16.75
12M 2010,4.01 B,12.06,6.63,0.26,,8.13%,16.62%,17.32%,22.10
12M 2011,4.01 B,15.90,6.54,0.23,,5.88%,8.85%,16.63%,27.96
12M 2012,4.01 B,31.24,5.99,0.33,,10.78%,14.81%,22.08%,30.75
12M 2013,4.01 B,18.35,7.74,0.22,,5.50%,8.29%,18.57%,17.15
12M 2014,4.01 B,17.49,7.95,0.23,,5.24%,7.45%,11.27%,11.32
12M 2015,4.01 B,28.79,4.13,0.18,,7.43%,11.23%,14.90%,8.46
12M 2016,4.01 B,83.43,3.31,0.39,,17.87%,25.30%,29.02%,23.53
12M 2017,4.01 B,90.22,4.72,0.54,,12.00%,22.43%,18.83%,14.87
12M 2018,4.01 B,62.58,4.83,0.29,469.12 B,7.73%,13.43%,16.65%,11.68
12M 2019,4.01 B,104.30,5.03,0.47,688.84 B,11.75%,18.63%,23.35%,21.34
12M 2020,4.01 B,-14.20,-27.04,0.78,73.96 B,-1.89%,-2.55%,-1.68%,-3.84
12M 2021,4.01 B,23.39,11.97,0.64,134.37 B,3.44%,4.03%,4.03%,29.54
12M 2022,4.01 B,16.21,19.37,0.57,117.86 B,2.32%,2.73%,3.08%,19.10
12M 2023,4.01 B,31.27,10.81,0.49,209.98 B,4.21%,5.04%,6.07%,47.43
12M 2024,4.01 B,57.29,6.81,0.46,314.49 B,7.36%,8.56%,10.08%,161.22
