Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,2.25,1.26,0.55,2.92,0.0,0.0,-0.17,0.0,1.92
12M 2009,3.14,1.86,0.32,2.14,0.0,0.0,0.13,0.15,1.14
12M 2010,2.63,1.74,0.21,2.05,0.0,0.0,0.01,0.1,1.05
12M 2011,2.19,1.45,0.07,1.51,0.0,0.0,-0.08,0.05,0.51
12M 2012,3.07,1.84,0.0,1.37,0.0,0.0,-0.08,0.0,0.37
12M 2013,2.55,1.72,0.13,1.51,0.0,0.0,0.06,0.08,0.51
12M 2014,3.33,2.29,0.04,1.42,0.0,0.0,0.01,0.03,0.42
12M 2015,2.85,1.98,0.12,1.51,0.0,0.0,0.1,0.08,0.51
12M 2016,3.41,2.52,0.04,1.42,0.0,0.0,-0.08,0.03,0.42
12M 2017,1.97,1.1,0.14,1.87,0.0,0.0,0.05,0.07,0.76
12M 2018,2.46,1.52,0.09,1.74,0.0,0.0,0.05,0.05,0.65
12M 2019,2.91,2.09,0.11,1.59,0.0,0.0,0.09,0.07,0.52
12M 2020,5.29,4.08,0.07,1.35,0.0,0.0,-0.06,0.05,0.3
12M 2021,11.76,8.16,0.01,1.17,0.0,0.0,-0.19,0.01,0.12
12M 2022,10.42,7.04,0.02,1.18,0.0,0.0,-0.11,0.02,0.13
12M 2023,7.99,5.5,0.04,1.2,0.0,0.0,-0.26,0.03,0.15
12M 2024,10.22,5.19,0.0,1.16,0.0,0.0,-0.1,0.0,0.12
