Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,42 B,(10 B),32 B,7.95
12M 2009,46 B,(6 B),40 B,9.92
12M 2010,77 B,(8 B),69 B,17.23
12M 2011,79 B,(17 B),63 B,15.60
12M 2012,10 B,(22 B),(12 B),-3.12
12M 2013,(27 B),(33 B),(60 B),-14.89
12M 2014,170 B,(88 B),83 B,20.60
12M 2015,46 B,(121 B),(75 B),-18.61
12M 2016,383 B,(56 B),327 B,81.54
12M 2017,(66 B),(89 B),(155 B),-38.68
12M 2018,89 B,(14 B),75 B,18.68
12M 2019,(35 B),(35 B),(70 B),-17.41
12M 2020,757 B,(28 B),730 B,182.09
12M 2021,164 B,(26 B),138 B,34.38
12M 2022,(176 B),(6 B),(183 B),-45.61
12M 2023,165 B,(18 B),148 B,36.85
12M 2024,"(3,936 B)",(76 B),"(4,012 B)",-1001.23
