Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2007,,,,,,,,,,,,,,,0.0
12M 2008,,,,,,,,,7.7,7.9,0.11,0.1,,,0.0
12M 2009,,,,,,,,,8.3,8.57,0.11,0.11,,,0.0
12M 2010,,,,,,,,,8.42,8.22,0.1,0.09,,,0.0
12M 2011,,,,,,,,,9.35,8.98,0.1,0.09,,,0.0
12M 2012,,,,,,,,,9.77,9.7,0.09,0.09,,,0.0
12M 2013,,,,,,,,,10.53,10.42,0.09,0.08,,,0.0
12M 2014,,,,,,,,,11.73,11.72,0.09,0.09,,,0.0
12M 2015,,,,,,,,,11.98,12.25,0.09,0.09,,,0.0
12M 2016,,,,,,,,,7.34,5.29,0.08,0.08,,,0.0
12M 2017,,,,,,,,,5.72,5.62,0.09,0.09,,,0.0
12M 2018,,,,,,,,,5.32,5.39,0.08,0.08,,,0.0
12M 2019,,,,,,,,,5.29,5.33,0.09,0.09,,,0.0
12M 2020,,,,,,,,,4.0,3.64,0.07,0.07,,,0.0
12M 2021,,,,,,,,,3.07,3.12,0.06,0.07,,,0.0
12M 2022,,,,,,,,,2.99,3.02,0.06,0.06,,,0.0
12M 2023,,,,,,,,,3.27,3.29,0.07,0.07,,,0.0
12M 2024,,,,,,,,,3.34,3.34,0.07,0.07,,,0.0
