Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,(765 B),(112 B),(878 B),-17.55
12M 2009,"4,403 B",(135 B),"4,268 B",85.31
12M 2010,(284 B),(185 B),(470 B),-8.35
12M 2011,"(2,215 B)",(247 B),"(2,461 B)",-43.73
12M 2012,"3,621 B",(254 B),"3,367 B",59.83
12M 2013,61 B,(290 B),(229 B),-3.75
12M 2014,"(6,527 B)",(302 B),"(6,830 B)",-100.81
12M 2015,"8,496 B",(201 B),"8,296 B",122.45
12M 2016,"(4,731 B)",(197 B),"(4,927 B)",-72.73
12M 2017,"(3,997 B)",(259 B),"(4,256 B)",-62.82
12M 2018,"(7,366 B)",(175 B),"(7,541 B)",-98.94
12M 2019,"6,100 B",(326 B),"5,774 B",75.75
12M 2020,"30,522 B",(172 B),"30,350 B",398.22
12M 2021,256 B,(243 B),13 B,0.17
12M 2022,"(12,708 B)",(373 B),"(13,081 B)",-171.63
12M 2023,"5,263 B",(596 B),"4,667 B",61.24
12M 2024,"(7,314 B)",(505 B),"(7,818 B)",-102.58
