Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2009,0.66,0.66,0.66,1.75,0.0,0.0,0.59,0.37,0.74
12M 2010,0.55,0.55,0.7,1.81,0.0,0.0,0.67,0.39,0.78
12M 2011,0.68,0.64,0.58,1.69,0.0,0.0,0.55,0.34,0.68
12M 2012,0.86,0.8,0.56,1.67,0.0,0.0,0.48,0.34,0.65
12M 2013,2.16,2.05,0.41,1.5,0.0,0.0,0.23,0.28,0.47
12M 2014,2.45,2.31,0.35,1.43,0.0,0.0,0.15,0.24,0.4
12M 2015,2.09,1.97,0.32,1.41,0.0,0.0,0.13,0.23,0.37
12M 2016,1.31,1.25,0.28,1.38,0.0,0.0,0.1,0.2,0.34
12M 2017,6.01,5.77,0.23,1.34,0.0,0.0,0.04,0.17,0.29
12M 2018,4.3,4.17,0.27,1.47,0.0,0.0,0.03,0.19,0.42
12M 2019,3.71,3.55,0.11,1.36,0.0,0.0,-0.14,0.08,0.29
12M 2020,2.11,2.01,0.11,1.35,0.0,0.0,-0.14,0.08,0.26
12M 2021,7.42,6.88,0.0,1.14,0.0,0.0,-0.17,0.0,0.05
12M 2022,7.06,6.9,0.06,1.14,0.0,0.0,-0.49,0.05,0.13
12M 2023,12.98,12.8,0.14,1.18,0.0,0.0,-0.57,0.12,0.17
12M 2024,12.44,12.33,0.1,1.13,0.0,0.0,-0.52,0.09,0.13
